# ASCII file created 2001/8/19 (16:50:52)  

[ Rich Calibrater Parameters Setup ]

Sector  Row     Column
6       96      96

[ Rich Calibrater Parameters: Sector 0 ]

Row	Column	Slope	Offset	Sigma	
61	31	1	56.9486	0.728462	
62	31	1	38.7116	0.706696	
63	31	1	61.118	0.70182	
64	31	1	56.4094	0.711155	
65	31	1	43.5984	0.690354	
66	31	1	60.9204	0.727573	
67	31	1	30.8638	0.692927	
68	31	1	44.6105	0.736477	
69	31	1	38.9377	0.696952	
70	31	1	40.7396	0.702117	
71	31	1	47.9131	0.720298	
72	31	1	65.1272	0.713081	
73	31	1	53.5179	0.719689	
74	31	1	64.4079	0.745498	
75	31	1	45.2356	0.73252	
76	31	1	53.7167	0.70831	
77	31	1	70.2279	0.729212	
78	31	1	68.1902	0.757974	
79	31	1	45.4176	0.720606	
80	31	1	53.5366	0.685869	
81	31	1	62.2927	0.711633	
82	31	1	57.6853	0.736137	
83	31	1	47.6851	0.759981	
84	31	1	42.6169	0.715201	
85	31	1	56.5015	0.758143	
86	31	1	52.7781	0.774757	
87	31	1	57.7557	0.795474	
18	32	1	45.9249	0.748427	
19	32	1	39.0421	0.707541	
20	32	1	19.6782	0.737366	
21	32	1	60.7728	0.842713	
22	32	1	41.1267	0.790297	
23	32	1	49.1336	0.767969	
24	32	1	46.9909	0.798265	
25	32	1	21.5824	1.22711	
26	32	1	55.6979	0.756597	
27	32	1	45.0953	0.736114	
28	32	1	62.228	1.03413	
29	32	1	61.2433	0.756634	
30	32	1	67.7903	0.762749	
31	32	1	61.4547	0.793364	
32	32	1	65.098	0.78869	
33	32	1	40.4205	0.806351	
34	32	1	53.9468	0.761927	
35	32	1	38.8834	0.785171	
36	32	1	64.1598	0.786043	
37	32	1	37.4534	0.736174	
38	32	1	68.4643	0.82169	
39	32	1	54.6735	0.748423	
40	32	1	43.5913	0.806385	
41	32	1	42.9783	0.769579	
42	32	1	58.213	0.763846	
43	32	1	44.0368	0.770639	
44	32	1	41.2016	0.779528	
45	32	1	48.8782	0.78714	
46	32	1	51.9714	0.808175	
47	32	1	33.4003	0.815106	
48	32	1	59.1346	0.744721	
49	32	1	50.183	0.764917	
50	32	1	35.4779	0.708292	
51	32	1	26.3137	0.689926	
52	32	1	60.6794	0.771069	
53	32	1	43.466	0.722275	
54	32	1	50.9489	0.726128	
55	32	1	33.0164	0.712709	
56	32	1	46.6915	0.722257	
57	32	1	54.3202	0.752786	
58	32	1	67.952	0.767437	
59	32	1	58.7592	0.749529	
60	32	1	56.7129	0.719652	
61	32	1	35.6572	0.713538	
62	32	1	59.6048	0.746047	
63	32	1	55.444	0.716525	
64	32	1	51.8599	0.7266	
65	32	1	58.3104	0.742645	
66	32	1	33.1081	0.700031	
67	32	1	43.4483	0.738837	
68	32	1	60.8063	0.702574	
69	32	1	42.5979	0.705291	
70	32	1	37.9594	0.703482	
71	32	1	62.486	0.738169	
72	32	1	68.2267	0.718099	
73	32	1	56.0886	0.695646	
74	32	1	65.5004	0.735453	
75	32	1	43.313	0.704465	
76	32	1	38.4734	0.750213	
77	32	1	50.5833	0.720064	
78	32	1	43.1168	0.729092	
79	32	1	42.4669	0.735212	
80	32	1	40.3185	0.747174	
81	32	1	41.3606	0.749649	
82	32	1	37.6853	0.720698	
83	32	1	42.9732	0.706598	
84	32	1	44.3812	0.725284	
85	32	1	63.3307	0.730568	
86	32	1	39.4903	0.764149	
87	32	1	39.849	0.746061	
17	33	1	45.8473	0.822915	
18	33	1	47.1959	0.704688	
19	33	1	38.4658	1.01363	
20	33	1	36.1429	0.754368	
21	33	1	57.1886	0.830791	
22	33	1	59.6487	0.754303	
23	33	1	31.4998	0.770991	
24	33	1	58.3533	0.869918	
25	33	1	124.208	1.10877	
26	33	1	35.7411	0.775928	
27	33	1	42.6094	0.75365	
28	33	1	60.9444	0.954616	
29	33	1	66.4481	0.795026	
30	33	1	69.3243	0.737645	
31	33	1	67.6324	0.78542	
32	33	1	73.3309	0.802673	
33	33	1	40.8746	0.788581	
34	33	1	56.5295	0.780949	
35	33	1	55.4304	0.783498	
36	33	1	34.0847	0.763665	
37	33	1	36.0854	0.774198	
38	33	1	34.4913	0.748015	
39	33	1	21.6073	0.823073	
40	33	1	52.5035	0.80607	
41	33	1	67.7754	0.73276	
42	33	1	30.052	0.79872	
43	33	1	47.794	0.779665	
44	33	1	36.5917	0.803116	
45	33	1	34.601	0.767577	
46	33	1	41.6118	0.81707	
47	33	1	47.2092	0.797517	
48	33	1	66.2457	0.74494	
49	33	1	57.3748	0.74986	
50	33	1	46.7539	0.76853	
51	33	1	53.0705	0.746825	
52	33	1	65.0061	0.746362	
53	33	1	46.0489	0.719681	
54	33	1	39.4282	0.759786	
55	33	1	57.1085	0.719165	
56	33	1	55.8911	0.69804	
57	33	1	45.9131	0.705276	
58	33	1	62.4704	0.742966	
59	33	1	58.5828	0.753422	
60	33	1	47.7423	0.774939	
61	33	1	57.2656	0.787983	
62	33	1	44.2737	0.742251	
63	33	1	45.9784	0.730845	
64	33	1	38.8439	0.735487	
65	33	1	51.7834	0.719983	
66	33	1	36.8171	0.782497	
67	33	1	58.3444	0.758737	
68	33	1	49.2962	0.876484	
69	33	1	55.3485	0.765027	
70	33	1	55.3472	0.764769	
71	33	1	45.6178	0.915586	
72	33	1	68.9944	0.746237	
73	33	1	52.8984	0.671698	
74	33	1	50.9429	0.706025	
75	33	1	71.2361	0.709888	
76	33	1	73.9001	0.706473	
77	33	1	76.2118	0.71265	
78	33	1	55.1527	0.730617	
79	33	1	52.7609	0.743131	
80	33	1	54.1502	0.701544	
81	33	1	40.5943	0.726409	
82	33	1	39.0873	0.728308	
83	33	1	49.0099	0.72127	
84	33	1	57.6397	0.724449	
85	33	1	51.0714	0.755132	
86	33	1	42.503	0.769378	
87	33	1	41.3476	0.764856	
15	34	1	53.6807	0.761198	
16	34	1	71.6832	0.741924	
17	34	1	40.7124	0.732521	
18	34	1	49.9168	0.948621	
19	34	1	58.4652	0.672525	
20	34	1	35.4171	0.85656	
21	34	1	47.5377	0.813982	
22	34	1	30.4206	0.767746	
23	34	1	34.3739	0.734543	
24	34	1	68.5546	0.753766	
25	34	1	81.1975	0.849803	
26	34	1	71.8203	0.769119	
27	34	1	45.3296	1.01808	
28	34	1	70.9704	0.773353	
29	34	1	71.4952	0.729255	
30	34	1	48.048	0.739139	
31	34	1	84.3333	0.821105	
32	34	1	60.3097	0.769468	
33	34	1	50.0768	0.773197	
34	34	1	49.8557	0.763696	
35	34	1	44.0564	0.752342	
36	34	1	40.1152	0.794253	
37	34	1	42.1723	0.747435	
38	34	1	73.4453	0.72398	
39	34	1	29.5232	0.758733	
40	34	1	51.8692	0.770025	
41	34	1	47.8552	0.785726	
42	34	1	34.1929	0.775034	
43	34	1	56.4334	0.769996	
44	34	1	42.5961	0.785879	
45	34	1	50.0082	0.791554	
46	34	1	45.2935	0.793056	
47	34	1	44.622	0.782063	
48	34	1	56.3256	0.741112	
49	34	1	68.1198	0.721738	
50	34	1	69.8343	0.734733	
51	34	1	48.5451	0.747866	
52	34	1	51.9996	0.73146	
53	34	1	52.9083	0.707431	
54	34	1	49.9788	0.732494	
55	34	1	71.3679	0.687852	
56	34	1	39.6125	0.716608	
57	34	1	66.8668	0.711067	
58	34	1	51.8317	0.720459	
59	34	1	48.8076	0.79667	
60	34	1	54.4234	0.723126	
61	34	1	33.8616	0.695448	
62	34	1	39.6903	0.731992	
63	34	1	47.4561	0.677045	
64	34	1	54.7505	0.719556	
65	34	1	46.6388	0.714392	
66	34	1	43.2663	0.750993	
67	34	1	52.8915	0.733457	
68	34	1	48.1773	0.783514	
69	34	1	55.4905	0.747067	
70	34	1	56.2019	0.752939	
71	34	1	49.4189	0.843008	
72	34	1	55.9533	0.753746	
73	34	1	56.2223	0.712055	
74	34	1	44.7821	0.703482	
75	34	1	49.2973	0.722182	
76	34	1	51.4558	0.696771	
77	34	1	70.2837	0.74709	
78	34	1	70.5418	0.719624	
79	34	1	51.8192	0.709833	
80	34	1	70.3312	0.713295	
81	34	1	65.8984	0.730906	
82	34	1	60.0251	0.745965	
83	34	1	67.7906	0.753242	
84	34	1	63.0182	0.824379	
85	34	1	56.1285	0.769622	
86	34	1	60.7912	0.727054	
87	34	1	37.9339	0.728462	
13	35	1	59.811	0.732554	
14	35	1	62.1927	0.736269	
15	35	1	50.2211	0.73423	
16	35	1	70.7451	0.751304	
17	35	1	52.711	0.718335	
18	35	1	48.4605	0.852433	
19	35	1	29.0825	0.791551	
20	35	1	24.0026	0.757481	
21	35	1	58.8539	0.848101	
22	35	1	49.8256	0.751702	
23	35	1	38.99	0.737385	
24	35	1	48.3987	0.747737	
25	35	1	70.4359	0.818746	
26	35	1	35.4752	0.744064	
27	35	1	43.5013	0.731488	
28	35	1	70.2314	0.841921	
29	35	1	64.1541	0.738867	
30	35	1	57.6213	0.716849	
31	35	1	71.8689	0.773059	
32	35	1	80.8205	0.74348	
33	35	1	45.5314	0.776879	
34	35	1	42.9029	0.752057	
35	35	1	49.684	0.808494	
36	35	1	64.3602	0.783846	
37	35	1	48.3604	0.761759	
38	35	1	37.1553	0.744889	
39	35	1	50.0273	0.740897	
40	35	1	53.6555	0.766738	
41	35	1	51.9774	0.741511	
42	35	1	52.7319	0.750089	
43	35	1	41.1883	0.784032	
44	35	1	45.5643	0.787054	
45	35	1	38.1059	0.766647	
46	35	1	50.195	0.769561	
47	35	1	41.1582	0.781744	
48	35	1	59.09	0.723975	
49	35	1	73.2431	0.714984	
50	35	1	66.3671	0.751403	
51	35	1	53.0683	0.708849	
52	35	1	57.1034	0.741399	
53	35	1	53.9684	0.717795	
54	35	1	60.1644	0.740012	
55	35	1	43.626	0.749138	
56	35	1	49.1198	0.748073	
57	35	1	60.3671	0.728608	
58	35	1	55.2706	0.755194	
59	35	1	61.0934	0.73935	
60	35	1	48.2633	0.73313	
61	35	1	48.3675	0.698997	
62	35	1	37.5845	0.726931	
63	35	1	60.5443	0.765754	
64	35	1	59.4184	0.744496	
65	35	1	42.2832	0.709402	
66	35	1	37.4942	0.736104	
67	35	1	36.0424	0.713911	
68	35	1	33.4814	0.732269	
69	35	1	18.9823	0.740225	
70	35	1	34.045	0.739787	
71	35	1	27.3134	0.8287	
72	35	1	59.6299	0.708698	
73	35	1	61.9295	0.706346	
74	35	1	60.567	0.737101	
75	35	1	57.6403	0.730788	
76	35	1	58.4183	0.711697	
77	35	1	45.0562	0.730186	
78	35	1	55.6788	0.759692	
79	35	1	48.8867	0.704289	
80	35	1	47.0648	0.72112	
81	35	1	50.4665	0.73123	
82	35	1	50.3973	0.770864	
83	35	1	59.7428	0.741136	
84	35	1	78.8716	0.747795	
85	35	1	73.7677	0.75125	
86	35	1	84.2363	0.715627	
87	35	1	76.1933	0.738558	
11	36	1	39.1903	0.745452	
12	36	1	53.5673	0.731279	
13	36	1	66.6412	0.721172	
14	36	1	42.75	0.730217	
15	36	1	42.6178	0.74892	
16	36	1	71.6536	0.758684	
17	36	1	55.2698	1.25357	
18	36	1	42.6464	0.76991	
19	36	1	36.3981	0.719708	
20	36	1	36.1011	0.743446	
21	36	1	60.2271	0.758582	
22	36	1	54.4991	0.766007	
23	36	1	51.0807	0.73525	
24	36	1	46.815	0.756438	
25	36	1	74.7075	0.803839	
26	36	1	49.1255	0.752911	
27	36	1	52.6768	0.746293	
28	36	1	60.5067	0.80993	
29	36	1	59.0532	0.748586	
30	36	1	41.4255	0.737204	
31	36	1	50.4504	0.770269	
32	36	1	61.179	0.760526	
33	36	1	59	0.775268	
34	36	1	35.0434	0.773101	
35	36	1	44.9059	0.781339	
36	36	1	54.5447	0.797474	
37	36	1	42.5743	0.732127	
38	36	1	48.4205	0.757774	
39	36	1	39.3248	0.780056	
40	36	1	28.4003	0.782359	
41	36	1	47.6217	0.776196	
42	36	1	34.3231	0.781098	
43	36	1	38.327	0.781094	
44	36	1	50.9593	0.775316	
45	36	1	61.1735	0.787267	
46	36	1	40.1782	0.815721	
47	36	1	23.3306	0.787294	
48	36	1	76.0987	0.768849	
49	36	1	71.1108	0.721395	
50	36	1	57.5843	0.724055	
51	36	1	58.6286	0.696005	
52	36	1	73.0735	0.715018	
53	36	1	57.0662	0.700768	
54	36	1	59.6961	0.731559	
55	36	1	48.6527	0.727795	
56	36	1	48.8828	0.728725	
57	36	1	56.5835	0.718757	
58	36	1	39.735	0.730733	
59	36	1	52.8521	0.784811	
60	36	1	56.5616	0.729824	
61	36	1	28.8214	0.687788	
62	36	1	47.1846	0.701016	
63	36	1	49.3891	0.69657	
64	36	1	61.2237	0.736007	
65	36	1	46.0255	0.673746	
66	36	1	40.8738	0.715963	
67	36	1	29.5848	0.707683	
68	36	1	35.2962	0.731205	
69	36	1	23.1258	0.712102	
70	36	1	30.6126	0.718307	
71	36	1	23.0848	0.768085	
72	36	1	51.5	0.769946	
73	36	1	53.8154	0.704709	
74	36	1	54.7011	0.737356	
75	36	1	57.4433	0.717759	
76	36	1	62.5882	0.734276	
77	36	1	65.5067	0.715663	
78	36	1	79.241	0.733476	
79	36	1	61.9373	0.723407	
80	36	1	76.1337	0.733008	
81	36	1	72.2469	0.753894	
82	36	1	74.4183	0.700049	
83	36	1	64.901	0.721736	
84	36	1	66.524	0.708152	
85	36	1	74.154	0.723346	
86	36	1	69.6311	0.742565	
87	36	1	82.1432	0.775995	
10	37	1	37.8521	0.895536	
11	37	1	40.838	0.737804	
12	37	1	49.49	0.705034	
13	37	1	67.1065	0.707538	
14	37	1	50.4293	0.770287	
15	37	1	59.0408	0.719192	
16	37	1	49.6318	0.977496	
17	37	1	48.4504	0.772204	
18	37	1	41.9215	0.719964	
19	37	1	39.6326	0.771296	
20	37	1	18.3899	0.706137	
21	37	1	41.8712	0.76721	
22	37	1	41.6659	0.72552	
23	37	1	53.2674	0.718016	
24	37	1	56.9775	0.837496	
25	37	1	75.9092	0.84802	
26	37	1	51.3538	0.776049	
27	37	1	61.2646	0.806249	
28	37	1	51.9583	0.894524	
29	37	1	58.3873	0.765867	
30	37	1	62.8058	0.768897	
31	37	1	51.7108	0.764111	
32	37	1	57.0479	0.760491	
33	37	1	62.611	0.807776	
34	37	1	44.8857	0.779897	
35	37	1	57.5923	0.751056	
36	37	1	62.0742	0.772724	
37	37	1	46.0338	0.762113	
38	37	1	45.9797	0.783116	
39	37	1	55.5156	0.781149	
40	37	1	36.5121	0.782872	
41	37	1	53.4099	0.75821	
42	37	1	42.6761	0.765021	
43	37	1	45.551	0.768252	
44	37	1	69.5225	0.733931	
45	37	1	60.3136	0.801787	
46	37	1	60.1207	0.821954	
47	37	1	65.5761	0.742072	
48	37	1	67.394	0.733697	
49	37	1	52.275	0.735624	
50	37	1	73.5712	0.726148	
51	37	1	53.9615	0.699597	
52	37	1	46.1846	0.712036	
53	37	1	68.185	0.693146	
54	37	1	54.2622	0.716863	
55	37	1	73.6636	0.731848	
56	37	1	58.2577	0.753431	
57	37	1	38.0156	0.754869	
58	37	1	51.0618	0.713246	
59	37	1	50.9421	0.798527	
60	37	1	49.0337	0.73157	
61	37	1	60.3173	0.727926	
62	37	1	50.4038	0.718288	
63	37	1	30.8876	0.748347	
64	37	1	37.6252	0.814556	
65	37	1	60.6371	0.836876	
66	37	1	58.5296	0.746451	
67	37	1	49.4587	0.78599	
68	37	1	46.5936	0.730569	
69	37	1	61.1807	0.756877	
70	37	1	43.9732	0.769645	
71	37	1	29.1929	0.793735	
72	37	1	62.1847	0.720035	
73	37	1	48.8046	0.713704	
74	37	1	53.2618	0.725126	
75	37	1	41.9339	0.705539	
76	37	1	63.3802	0.750252	
77	37	1	65.1345	0.693409	
78	37	1	79.5934	0.723536	
79	37	1	66.0065	0.729656	
80	37	1	88.8366	0.733004	
81	37	1	71.7401	0.723223	
82	37	1	68.2244	0.723597	
83	37	1	97.5294	0.729546	
84	37	1	76.5112	0.726487	
85	37	1	80.6093	0.766778	
86	37	1	72.1224	0.749545	
87	37	1	84.1012	0.722335	
8	38	1	28.6678	0.731828	
9	38	1	45.0655	0.920038	
10	38	1	33.9483	0.795527	
11	38	1	39.8272	0.728953	
12	38	1	50.443	0.743825	
13	38	1	50.1758	0.716958	
14	38	1	61.2694	0.720791	
15	38	1	53.102	0.746241	
16	38	1	45.8536	0.974218	
17	38	1	49.8631	0.717221	
18	38	1	43.2431	0.698578	
19	38	1	54.1073	0.709098	
20	38	1	32.7041	0.809077	
21	38	1	46.4764	0.730345	
22	38	1	56.8489	0.716388	
23	38	1	58.6362	0.763441	
24	38	1	78.892	0.754645	
25	38	1	68.4267	1.07023	
26	38	1	68.5712	0.792681	
27	38	1	57.7525	0.752187	
28	38	1	70.3919	0.800318	
29	38	1	54.7997	0.753008	
30	38	1	52.0605	0.745497	
31	38	1	73.1879	0.735382	
32	38	1	58.1063	0.733889	
33	38	1	51.7461	0.762475	
34	38	1	50.0594	0.743376	
35	38	1	47.2999	0.766504	
36	38	1	56.3859	0.721683	
37	38	1	44.8023	0.762257	
38	38	1	46.2579	0.779136	
39	38	1	48.7228	0.741104	
40	38	1	47.0363	0.735732	
41	38	1	43.6812	0.731934	
42	38	1	34.5331	0.723513	
43	38	1	48.093	0.738684	
44	38	1	61.6592	0.768096	
45	38	1	57.2003	0.772269	
46	38	1	37.7768	0.740974	
47	38	1	35.3292	0.732658	
48	38	1	58.0744	0.736395	
49	38	1	68.0783	0.747787	
50	38	1	56.5411	0.742508	
51	38	1	68.0445	0.727887	
52	38	1	45.6114	0.704057	
53	38	1	55.7267	0.732556	
54	38	1	56.183	0.691047	
55	38	1	67.9451	0.769953	
56	38	1	54.5735	0.752753	
57	38	1	39.0376	0.730058	
58	38	1	52.8023	0.706852	
59	38	1	44.5827	0.685084	
60	38	1	65.7617	0.793658	
61	38	1	86.5489	0.770642	
62	38	1	43.1202	0.791171	
63	38	1	54.8356	0.782639	
64	38	1	61.5268	0.692526	
65	38	1	57.7098	0.75584	
66	38	1	79.455	0.773121	
67	38	1	63.2608	0.741235	
68	38	1	49.1207	0.721594	
69	38	1	71.2488	0.732053	
70	38	1	70.0826	0.862012	
71	38	1	52.9057	0.748703	
72	38	1	64.3594	0.717077	
73	38	1	48.4042	0.725097	
74	38	1	79.0281	0.750771	
75	38	1	52.4913	0.71934	
76	38	1	74.4055	0.731641	
77	38	1	52.4066	0.75342	
78	38	1	54.412	0.759127	
79	38	1	51.9983	0.72701	
80	38	1	49.1366	0.80193	
81	38	1	37.1444	0.74632	
82	38	1	42.0428	0.722621	
83	38	1	66.7565	0.731886	
84	38	1	74.1994	0.734593	
85	38	1	71.9001	0.722216	
86	38	1	70.3914	0.734497	
87	38	1	70.1288	0.738114	
6	39	1	57.5143	0.744214	
7	39	1	32.2396	0.739597	
8	39	1	43.4463	0.946405	
9	39	1	40.7165	0.782911	
10	39	1	57.0621	0.765667	
11	39	1	65.0661	0.72065	
12	39	1	66.3332	0.706167	
13	39	1	51.1916	0.712622	
14	39	1	52.4761	0.749783	
15	39	1	48.6678	0.769695	
16	39	1	60.1165	0.732116	
17	39	1	39.0017	0.745192	
18	39	1	51.0499	0.716637	
19	39	1	31.6602	0.7373	
20	39	1	30.3241	0.794863	
21	39	1	53.7203	0.855907	
22	39	1	60.8031	0.749437	
23	39	1	40.4041	0.763588	
24	39	1	53.4965	0.738661	
25	39	1	82.3623	0.872952	
26	39	1	69.9913	0.819646	
27	39	1	52.7794	0.81324	
28	39	1	67.6134	0.81594	
29	39	1	44.5351	0.70847	
30	39	1	44.7442	0.753041	
31	39	1	43.0188	0.726041	
32	39	1	53.258	0.746188	
33	39	1	36.4656	0.809311	
34	39	1	31.8106	0.757793	
35	39	1	50.9293	0.818304	
36	39	1	39.8409	0.798206	
37	39	1	52.9138	0.773771	
38	39	1	52.0151	0.756472	
39	39	1	60.9096	0.753088	
40	39	1	72.7063	0.757363	
41	39	1	37.5939	0.771155	
42	39	1	65.0774	0.726318	
43	39	1	47.8413	0.728579	
44	39	1	47.3617	0.767178	
45	39	1	48.3219	0.738103	
46	39	1	45.0138	0.761343	
47	39	1	67.7462	0.709944	
48	39	1	65.6266	0.737002	
49	39	1	44.8261	0.783346	
50	39	1	53.7366	0.754213	
51	39	1	62.9529	0.71935	
52	39	1	53.0774	0.705772	
53	39	1	62.3579	0.709568	
54	39	1	63.437	0.713078	
55	39	1	51.0584	0.72408	
56	39	1	58.3392	0.715938	
57	39	1	48.7128	0.720985	
58	39	1	29.3025	0.710337	
59	39	1	43.5545	0.700376	
60	39	1	65.3257	0.810936	
61	39	1	57.1587	0.714183	
62	39	1	70.6141	0.720816	
63	39	1	79.4187	0.857354	
64	39	1	52.2747	0.736216	
65	39	1	78.4288	0.701279	
66	39	1	72.3503	0.739039	
67	39	1	58.9178	0.715286	
68	39	1	59.3475	0.742052	
69	39	1	75.4492	0.726665	
70	39	1	47.0926	0.684941	
71	39	1	40.3655	0.767741	
72	39	1	45.3743	0.737738	
73	39	1	68.17	0.723649	
74	39	1	67.208	0.697553	
75	39	1	70.563	0.705142	
76	39	1	53.3821	0.738437	
77	39	1	57.3861	0.723503	
78	39	1	62.5117	0.710981	
79	39	1	51.3309	0.724748	
80	39	1	64.4537	0.725695	
81	39	1	70.5837	0.778735	
82	39	1	51.3643	0.734205	
83	39	1	53.6388	0.769224	
84	39	1	70.3783	0.728198	
85	39	1	60.9364	0.735781	
86	39	1	36.5318	0.757864	
87	39	1	43.8011	0.71879	
88	39	1	47.2353	0.731915	
4	40	1	44.5996	0.7177	
5	40	1	41.5907	0.753928	
6	40	1	38.918	1.00595	
7	40	1	41.9731	0.902715	
8	40	1	54.2444	0.717448	
9	40	1	33.2583	0.742248	
10	40	1	37.143	0.746575	
11	40	1	41.576	0.820266	
12	40	1	31.7848	0.737532	
13	40	1	61.2736	0.69304	
14	40	1	50.1009	0.697062	
15	40	1	59.6346	0.699709	
16	40	1	49.4315	0.766906	
17	40	1	60.2306	0.934851	
18	40	1	53.5688	0.760916	
19	40	1	47.4057	0.69425	
20	40	1	45.1597	0.687719	
21	40	1	48.2908	0.739425	
22	40	1	57.7321	0.743999	
23	40	1	61.2485	0.714468	
24	40	1	61.0698	0.789233	
25	40	1	53.4928	0.72599	
26	40	1	70.4954	0.750966	
27	40	1	68.9813	0.757547	
28	40	1	76.5361	0.786265	
29	40	1	39.3651	0.795252	
30	40	1	44.9412	0.760013	
31	40	1	42.8152	0.731102	
32	40	1	52.4784	0.736774	
33	40	1	65.8985	0.806399	
34	40	1	46.6769	0.806435	
35	40	1	42.4968	0.784718	
36	40	1	33.383	0.813149	
37	40	1	50.2939	0.772114	
38	40	1	67.8231	0.746156	
39	40	1	46.5112	0.715081	
40	40	1	73.9226	0.68017	
41	40	1	41.3815	0.900869	
42	40	1	45.1215	0.747952	
43	40	1	45.5359	0.785806	
44	40	1	61.2445	0.787034	
45	40	1	47.9386	0.728144	
46	40	1	31.0264	0.729523	
47	40	1	58.7313	0.711722	
48	40	1	55.8728	0.705144	
49	40	1	67.3962	0.71731	
50	40	1	53.2112	0.735304	
51	40	1	51.701	0.771345	
52	40	1	38.8932	0.735045	
53	40	1	81.2384	0.706074	
54	40	1	70.5913	0.745604	
55	40	1	56.17	0.70364	
56	40	1	41.355	0.743069	
57	40	1	51.9645	0.763482	
58	40	1	43.8214	0.666703	
59	40	1	56.1479	0.715596	
60	40	1	54.9399	0.750204	
61	40	1	65.7495	0.706168	
62	40	1	64.593	0.820024	
63	40	1	52.4318	0.707112	
64	40	1	71.584	0.723068	
65	40	1	84.1353	0.747153	
66	40	1	61.2357	0.813274	
67	40	1	73.736	0.750465	
68	40	1	56.6843	0.749299	
69	40	1	41.7141	0.699886	
70	40	1	38.7253	0.729722	
71	40	1	62.8573	0.725053	
72	40	1	41.8145	0.719066	
73	40	1	57.4241	0.726261	
74	40	1	58.553	0.74225	
75	40	1	67.3992	0.692582	
76	40	1	56.0082	0.740232	
77	40	1	67.0311	0.702738	
78	40	1	77.9572	0.712369	
79	40	1	41.9317	0.741505	
80	40	1	47.4099	0.690594	
81	40	1	46.7997	0.718272	
82	40	1	51.9196	0.731473	
83	40	1	44.016	0.725661	
84	40	1	54.1046	0.742518	
85	40	1	51.4034	0.717627	
86	40	1	55.632	0.700563	
87	40	1	55.2302	0.723607	
88	40	1	66.1526	0.743811	
3	41	1	35.5609	0.705711	
4	41	1	51.0439	0.741067	
5	41	1	46.9839	0.654123	
6	41	1	42.1339	0.71544	
7	41	1	48.1221	0.716933	
8	41	1	40.0729	0.799067	
9	41	1	42.4978	0.794026	
10	41	1	50.4542	0.744374	
11	41	1	28.4616	0.777519	
12	41	1	51.3825	0.737472	
13	41	1	48.9609	0.696423	
14	41	1	50.611	0.72678	
15	41	1	45.1039	0.701755	
16	41	1	55.5466	0.715984	
17	41	1	70.4371	0.839218	
18	41	1	41.4742	0.724902	
19	41	1	41.259	0.686671	
20	41	1	39.8528	0.697862	
21	41	1	55.6784	0.839028	
22	41	1	57.5826	0.738484	
23	41	1	60.304	0.725972	
24	41	1	52.9367	0.77116	
26	41	1	57.9939	0.766372	
27	41	1	140.69	0.595223	
28	41	1	56.0374	0.755086	
29	41	1	58.5996	0.770317	
30	41	1	78.4061	0.767634	
31	41	1	52.2504	0.776377	
32	41	1	72.5324	0.809948	
33	41	1	45.13	0.771621	
34	41	1	65.738	0.755687	
35	41	1	39.1022	0.787654	
36	41	1	69.4058	0.829682	
37	41	1	59.3756	0.821607	
38	41	1	54.5999	0.736899	
39	41	1	66.083	0.698659	
40	41	1	48.2212	0.728662	
41	41	1	59.5701	0.727526	
42	41	1	59.4204	0.699062	
43	41	1	56.489	0.809967	
44	41	1	53.1341	0.702012	
45	41	1	53.2158	0.746346	
46	41	1	47.6838	0.846474	
47	41	1	55.5746	0.722212	
48	41	1	67.0394	0.72162	
49	41	1	40.3332	0.743062	
50	41	1	62.8789	0.72242	
51	41	1	49.8269	0.719778	
52	41	1	49.5716	0.701235	
53	41	1	62.3669	0.726384	
54	41	1	64.8404	0.746579	
55	41	1	49.4721	0.743209	
56	41	1	57.1986	0.801469	
57	41	1	43.2929	0.68965	
58	41	1	37.051	0.691162	
59	41	1	45.5645	0.709976	
60	41	1	55.7742	0.727807	
61	41	1	55.7197	0.751856	
62	41	1	57.1847	0.729587	
63	41	1	67.4896	0.684802	
64	41	1	74.6215	0.781063	
65	41	1	58.9473	0.729259	
66	41	1	79.1338	0.705772	
67	41	1	71.6654	0.713153	
68	41	1	64.3392	0.730306	
69	41	1	61.9814	0.706096	
70	41	1	39.186	0.713966	
71	41	1	48.4377	0.69648	
72	41	1	40.5816	0.715437	
73	41	1	58.5914	0.725497	
74	41	1	60.91	0.737594	
75	41	1	54.311	0.704624	
76	41	1	40.3392	0.698802	
77	41	1	72.3645	0.727535	
78	41	1	60.4965	0.723582	
79	41	1	36.7716	0.7458	
80	41	1	46.437	0.710036	
81	41	1	48.7713	0.705887	
82	41	1	48.8824	0.725229	
83	41	1	56.5633	0.726706	
84	41	1	89.7734	0.709471	
85	41	1	46.7371	0.71929	
86	41	1	61.7807	0.740677	
87	41	1	73.051	0.769212	
88	41	1	60.6835	0.771312	
1	42	1	42.6482	0.804084	
2	42	1	40.5401	0.899321	
3	42	1	32.7967	0.681403	
4	42	1	53.9148	0.742295	
5	42	1	30.0817	0.737829	
6	42	1	47.3722	0.718675	
7	42	1	43.9453	0.741915	
8	42	1	57.056	0.807336	
9	42	1	56.0222	0.787536	
10	42	1	60.5458	0.745947	
11	42	1	41.6286	0.755797	
12	42	1	57.1703	0.727329	
13	42	1	58.7943	0.728576	
14	42	1	53.4405	0.721359	
15	42	1	43.4248	0.730683	
16	42	1	46.2042	0.706965	
17	42	1	72.5475	0.706967	
18	42	1	42.9632	0.894686	
