# ASCII file created 2001/8/19 (16:50:52)  

[ Rich Calibrater Parameters Setup ]

Sector  Row     Column
6       96      96

[ Rich Calibrater Parameters: Sector 0 ]

Row	Column	Slope	Offset	Sigma	
70	36	1	61.9913	0.781226	
71	36	1	69.1887	0.786335	
72	36	1	62.432	0.824807	
73	36	1	55.31	0.837781	
74	36	1	68.6577	0.818154	
75	36	1	55.9026	0.793462	
76	36	1	51.7539	0.797214	
77	36	1	63.9224	0.803049	
78	36	1	51.3844	0.809386	
79	36	1	46.4431	0.736302	
80	36	1	52.4472	0.731704	
81	36	1	52.359	0.832966	
82	36	1	54.1317	0.773806	
83	36	1	39.2722	0.772761	
84	36	1	46.6648	0.812924	
85	36	1	68.7324	0.819672	
86	36	1	47.275	0.845102	
87	36	1	66.2245	0.766745	
10	37	1	36.6106	0.857086	
11	37	1	46.5805	0.864732	
12	37	1	42.4326	0.850736	
13	37	1	69.403	0.880749	
14	37	1	45.7295	0.846666	
15	37	1	40.9049	0.869135	
16	37	1	74.059	0.898583	
17	37	1	77.473	0.852121	
18	37	1	57.6442	0.878361	
19	37	1	50.7964	0.845489	
20	37	1	49.3487	0.850849	
21	37	1	36.0175	0.791654	
22	37	1	52.5539	0.853151	
23	37	1	60.7132	0.909882	
24	37	1	37.8792	0.901114	
25	37	1	41.0231	0.901063	
26	37	1	59.5665	0.811135	
27	37	1	63.5004	0.777029	
28	37	1	69.5203	0.876645	
29	37	1	58.0417	0.933901	
30	37	1	45.5107	0.782229	
31	37	1	61.8875	0.841488	
32	37	1	51.5801	0.868289	
33	37	1	53.1416	0.853409	
34	37	1	70.9519	0.89947	
35	37	1	45.5468	0.881026	
36	37	1	49.5275	0.880018	
37	37	1	64.9661	0.90767	
38	37	1	58.8156	0.807871	
39	37	1	46.8149	0.862358	
40	37	1	54.29	0.869897	
41	37	1	34.1297	0.827098	
42	37	1	62.1995	0.840662	
43	37	1	39.41	0.839966	
44	37	1	43.3945	0.79707	
45	37	1	48.3538	0.971857	
46	37	1	46.1767	0.916796	
47	37	1	45.7785	0.76791	
48	37	1	79.2396	0.822985	
49	37	1	64.3358	0.792123	
50	37	1	76.7411	0.791683	
51	37	1	44.4171	0.779022	
52	37	1	54.8566	0.795773	
53	37	1	56.6352	0.800836	
54	37	1	60.864	0.777133	
55	37	1	58.3669	0.795777	
56	37	1	72.684	0.824408	
57	37	1	62.2446	0.846568	
58	37	1	64.8752	0.803671	
59	37	1	90.5947	0.797349	
60	37	1	75.4256	0.785305	
61	37	1	76.481	0.786395	
62	37	1	91.4349	0.793357	
63	37	1	72.9212	0.771869	
64	37	1	70.8276	0.825464	
65	37	1	57.8667	0.787607	
66	37	1	92.0952	0.809684	
67	37	1	67.8347	0.797414	
68	37	1	75.2654	0.801776	
69	37	1	84.4937	0.824022	
70	37	1	35.4347	0.866747	
71	37	1	64.1367	0.793041	
72	37	1	54.9935	0.815851	
73	37	1	52.7074	0.81725	
74	37	1	48.3453	0.83844	
75	37	1	40.3206	0.752611	
76	37	1	72.9098	0.775617	
77	37	1	58.936	0.790781	
78	37	1	50.6674	0.83015	
79	37	1	48.3231	0.758253	
80	37	1	42.3971	0.774547	
81	37	1	57.5032	0.768347	
82	37	1	61.297	0.775401	
83	37	1	46.6281	0.785195	
84	37	1	55.4468	0.806576	
85	37	1	62.2291	0.761786	
86	37	1	66.3007	0.830164	
87	37	1	42.1232	0.808046	
8	38	1	70.026	0.881724	
9	38	1	43.9974	0.998476	
10	38	1	42.8806	0.826215	
11	38	1	57.3333	0.942092	
12	38	1	43.4939	0.858106	
13	38	1	66.2504	0.850733	
14	38	1	51.9961	0.864261	
15	38	1	55.8984	0.814536	
16	38	1	59.5154	0.862933	
17	38	1	49.6742	0.882323	
18	38	1	60.247	0.862875	
19	38	1	51.0795	0.871392	
20	38	1	53.0491	0.952923	
21	38	1	34.9614	0.890036	
22	38	1	54.689	0.781681	
23	38	1	46.2264	0.830843	
24	38	1	31.1525	0.873453	
25	38	1	43.2029	1.04705	
26	38	1	62.4447	0.808083	
27	38	1	51.4054	0.7382	
28	38	1	55.7472	0.89964	
29	38	1	63.4698	0.770377	
30	38	1	59.7903	0.735752	
31	38	1	49.9104	0.774064	
32	38	1	53.624	0.774824	
33	38	1	67.2067	0.856725	
34	38	1	57.219	0.899845	
35	38	1	51.6738	0.835437	
36	38	1	55.9308	0.815783	
37	38	1	60.7276	0.863632	
38	38	1	51.549	0.828705	
39	38	1	47.5121	0.810495	
40	38	1	51.3544	0.793697	
41	38	1	51.2857	0.817935	
42	38	1	61.636	0.781628	
43	38	1	36.0708	0.79296	
44	38	1	50.9471	0.790651	
45	38	1	35.9892	0.806893	
46	38	1	30.3812	0.799659	
47	38	1	50.2994	0.77433	
48	38	1	72.3124	0.794914	
49	38	1	75.7723	0.781506	
50	38	1	65.4009	0.87425	
51	38	1	55.825	0.795163	
52	38	1	67.396	0.75068	
53	38	1	62.3626	0.753885	
54	38	1	75.2195	0.762289	
55	38	1	50.2229	0.903337	
56	38	1	70.8828	0.796481	
57	38	1	48.5774	0.829042	
58	38	1	63.3195	0.77905	
59	38	1	59.2804	0.761597	
60	38	1	61.6833	0.886609	
61	38	1	52.3651	0.828758	
62	38	1	71.1123	0.813461	
63	38	1	54.2452	0.786535	
64	38	1	59.4623	0.782813	
65	38	1	53.1271	0.81253	
66	38	1	64.0385	0.854216	
67	38	1	64.0056	0.802459	
68	38	1	52.754	0.83112	
69	38	1	65.0199	0.899607	
70	38	1	64.1122	0.853159	
71	38	1	59.2615	0.839185	
72	38	1	50.0026	0.781515	
73	38	1	73.6807	0.794339	
74	38	1	44.8805	0.783553	
75	38	1	57.342	0.765514	
76	38	1	65.9	0.770978	
77	38	1	42.5188	0.829073	
78	38	1	58.938	0.786795	
79	38	1	58.7998	0.778315	
80	38	1	36.6272	0.804209	
81	38	1	55.9489	0.798949	
82	38	1	33.6476	0.807919	
83	38	1	48.4747	0.844948	
84	38	1	63.1586	0.793495	
85	38	1	52.3357	0.766546	
86	38	1	56.1365	0.801124	
87	38	1	53.6709	0.797485	
6	39	1	57.1777	0.911354	
7	39	1	56.0698	0.931172	
8	39	1	60.5844	0.951935	
9	39	1	36.2113	0.825825	
10	39	1	56.6904	0.82258	
11	39	1	66.4436	0.760211	
12	39	1	62.3483	0.857275	
13	39	1	44.0462	0.796407	
14	39	1	53.1587	0.780723	
15	39	1	50.9165	0.749013	
16	39	1	62.017	0.801096	
17	39	1	66.9111	0.838058	
18	39	1	42.0491	0.877113	
19	39	1	48.1591	0.877691	
20	39	1	70.6985	0.862203	
21	39	1	15.645	0.851937	
22	39	1	47.2376	0.78004	
23	39	1	29.5737	0.890979	
24	39	1	47.4848	0.823566	
25	39	1	43.7212	0.845698	
26	39	1	58.4572	0.816204	
27	39	1	52.5966	0.853157	
28	39	1	58.0547	0.846195	
29	39	1	53.8191	0.885215	
30	39	1	53.7185	0.73828	
31	39	1	58.5946	0.815007	
32	39	1	65.7644	0.859022	
33	39	1	62.4935	0.875422	
34	39	1	72.6303	0.877988	
35	39	1	67.4291	0.848571	
36	39	1	55.0942	0.904123	
37	39	1	53.8882	0.817634	
38	39	1	39.4147	0.792077	
39	39	1	47.5636	0.833057	
40	39	1	49.2509	0.886187	
41	39	1	29.74	0.819135	
42	39	1	35.857	0.776608	
43	39	1	35.1943	0.804802	
44	39	1	46.8845	0.820374	
45	39	1	54.0355	0.792168	
46	39	1	61.3436	0.788334	
47	39	1	36.1756	0.792391	
48	39	1	51.2123	0.765562	
49	39	1	45.8601	0.853813	
50	39	1	80.9822	0.791021	
51	39	1	67.0785	0.756976	
52	39	1	76.0403	0.886171	
53	39	1	61.5026	0.782408	
54	39	1	70.8959	0.744909	
55	39	1	57.2806	0.759902	
56	39	1	67.1585	0.759111	
57	39	1	75.7381	0.7692	
58	39	1	60.5272	0.742368	
59	39	1	70.2423	0.758617	
60	39	1	68.5279	0.970243	
61	39	1	69.3852	0.776936	
62	39	1	51.0373	0.786384	
63	39	1	70.0917	0.986398	
64	39	1	63.5835	0.798064	
65	39	1	66.2958	0.771842	
66	39	1	77.8204	0.778298	
67	39	1	71.1855	0.82966	
68	39	1	71.0577	0.805248	
69	39	1	65.0948	0.83267	
70	39	1	57.3825	0.822269	
71	39	1	71.987	1.02638	
72	39	1	47.0646	0.791323	
73	39	1	53.3362	0.773482	
74	39	1	44.5983	0.79876	
75	39	1	41.3287	0.80462	
76	39	1	40.6667	0.809572	
77	39	1	57.2737	0.819766	
78	39	1	63.1948	0.747549	
79	39	1	55.0325	0.796964	
80	39	1	44.7556	0.841617	
81	39	1	41.211	0.776248	
82	39	1	58.801	0.806972	
83	39	1	52.2486	0.869597	
84	39	1	39.8362	0.822867	
85	39	1	63.6898	0.811672	
86	39	1	74.2043	0.746158	
87	39	1	56.7119	0.766495	
88	39	1	56.6659	0.792642	
4	40	1	44.1348	0.856603	
5	40	1	55.003	0.886278	
6	40	1	72.7296	0.862273	
7	40	1	65.773	0.836719	
8	40	1	53.7976	0.834839	
9	40	1	46.6488	0.818881	
10	40	1	38.7378	0.843832	
11	40	1	55.6431	0.844679	
12	40	1	54.1972	0.845383	
13	40	1	54.5645	0.83113	
14	40	1	57.6848	0.817155	
15	40	1	41.4352	0.839501	
16	40	1	56.3779	0.802868	
17	40	1	63.079	0.916776	
18	40	1	51.2829	0.924581	
19	40	1	64.9134	0.937916	
20	40	1	54.3476	0.927584	
21	40	1	15.2593	0.851365	
22	40	1	23.4702	0.860033	
23	40	1	46.1617	0.776459	
24	40	1	27.1625	0.855979	
25	40	1	52.9531	0.79544	
26	40	1	49.4939	0.854258	
27	40	1	60.3919	0.857661	
28	40	1	58.9568	0.823083	
29	40	1	61.9668	0.823105	
30	40	1	75.1403	0.841601	
31	40	1	68.8393	0.80516	
32	40	1	66.2274	0.875729	
33	40	1	50.7461	0.813519	
34	40	1	56.5512	0.850521	
35	40	1	56.0061	0.915026	
36	40	1	48.2483	0.765399	
37	40	1	57.2281	0.857836	
38	40	1	19.0616	0.788545	
39	40	1	50.7349	0.778687	
40	40	1	56.213	0.791231	
41	40	1	67.7078	0.900296	
42	40	1	51.4853	0.842751	
43	40	1	52.8843	0.861658	
44	40	1	44.8292	0.859797	
45	40	1	50.7866	0.75876	
46	40	1	49.7502	0.759074	
47	40	1	33.5119	0.790685	
48	40	1	46.6395	0.768128	
49	40	1	73.7075	0.776565	
50	40	1	61.8527	0.786181	
51	40	1	81.9584	1.03134	
52	40	1	74.4439	0.781808	
53	40	1	66.7845	0.807203	
54	40	1	62.8857	0.901812	
55	40	1	63.7497	0.77071	
56	40	1	61.0892	0.846959	
57	40	1	60.9913	0.980942	
58	40	1	54.2091	0.764639	
59	40	1	64.2982	0.769886	
60	40	1	70.0828	0.812197	
61	40	1	66.5556	0.761992	
62	40	1	63.682	0.968606	
63	40	1	62.2173	0.741315	
64	40	1	81.9918	0.789738	
65	40	1	64.5565	0.848319	
66	40	1	43.4836	0.891924	
67	40	1	61.8605	0.750401	
68	40	1	56.8669	0.812987	
69	40	1	53.1291	0.765399	
70	40	1	56.4794	0.797601	
71	40	1	60.368	0.790928	
72	40	1	62.2256	0.80333	
73	40	1	56.1412	0.781605	
74	40	1	66.0813	0.760542	
75	40	1	51.1518	0.772319	
76	40	1	46.7859	0.816732	
77	40	1	62.2436	0.751146	
78	40	1	56.3212	0.800514	
79	40	1	64.2349	0.771529	
80	40	1	62.838	0.784382	
81	40	1	63.4824	0.746207	
82	40	1	73.4086	0.75163	
83	40	1	54.4296	0.792571	
84	40	1	52.5117	0.741747	
85	40	1	45.6423	0.800039	
86	40	1	48.8355	0.785724	
87	40	1	63.5524	0.782518	
88	40	1	76.8752	0.791336	
3	41	1	49.849	0.860946	
4	41	1	69.9173	0.932715	
5	41	1	57.4657	0.889777	
6	41	1	43.2213	0.870061	
7	41	1	53.8419	0.813719	
8	41	1	47.9952	0.79547	
9	41	1	56.3177	0.859808	
10	41	1	58.6493	0.821973	
11	41	1	45.1511	0.786198	
12	41	1	40.3787	0.842929	
13	41	1	49.5836	0.876288	
14	41	1	51.307	0.77936	
15	41	1	42.9812	0.790657	
16	41	1	62.8123	0.880749	
17	41	1	45.8727	1.10524	
18	41	1	60.3396	0.841315	
19	41	1	38.6668	0.862319	
20	41	1	56.5213	0.872712	
21	41	1	37.1764	0.856779	
22	41	1	32.1943	0.828683	
23	41	1	52.4237	0.872995	
24	41	1	45.2995	0.864498	
25	41	1	52.6556	0.835687	
26	41	1	52.5876	0.874579	
27	41	1	42.2382	0.830968	
28	41	1	35.7602	0.804044	
29	41	1	63.2295	0.813377	
30	41	1	59.4257	0.777274	
31	41	1	56.0255	0.815561	
32	41	1	32.0895	0.78107	
33	41	1	48.8838	0.871856	
34	41	1	38.228	0.927575	
35	41	1	46.4946	0.860541	
36	41	1	43.1193	0.890101	
37	41	1	46.1703	0.832637	
38	41	1	52.9567	0.804278	
39	41	1	47.01	0.755412	
40	41	1	62.8858	0.797195	
41	41	1	57.9587	0.759434	
42	41	1	52.2021	0.752676	
43	41	1	60.8765	0.873887	
44	41	1	36.3508	0.797823	
45	41	1	33.8397	0.789145	
46	41	1	36.9163	0.814591	
47	41	1	38.3658	0.7834	
48	41	1	45.5694	0.804919	
49	41	1	82.3255	0.764716	
50	41	1	67.7184	0.798291	
51	41	1	78.9692	0.802951	
52	41	1	62.9111	0.798799	
53	41	1	68.1283	0.795156	
54	41	1	76.8584	0.75416	
55	41	1	69.2733	0.820703	
56	41	1	56.9718	0.937392	
57	41	1	55.0139	0.750865	
58	41	1	40.1974	0.80653	
59	41	1	68.4911	0.790177	
60	41	1	63.7883	0.81388	
61	41	1	65.2324	0.786936	
62	41	1	89.7252	0.793449	
63	41	1	67.9065	0.752176	
64	41	1	67.7775	0.860477	
65	41	1	70.945	0.773651	
66	41	1	62.1649	0.768113	
67	41	1	44.9177	0.87216	
68	41	1	65.5935	0.810098	
69	41	1	62.7212	0.838769	
70	41	1	65.062	0.812809	
71	41	1	59.0286	0.776081	
72	41	1	44.9557	0.769843	
73	41	1	62.8271	0.809572	
74	41	1	49.0811	0.811478	
75	41	1	75.0121	0.764234	
76	41	1	60.6423	0.791669	
77	41	1	44.2899	0.763005	
78	41	1	48.6466	0.80284	
79	41	1	64.2385	0.756542	
80	41	1	54.7842	0.780269	
81	41	1	53.3534	0.755876	
82	41	1	61.3758	0.718528	
83	41	1	48.1049	0.772077	
84	41	1	59.7932	0.761262	
85	41	1	53.0879	0.764399	
86	41	1	56.2186	0.772693	
87	41	1	57.9167	0.766436	
88	41	1	51.9246	0.787169	
1	42	1	56.6943	0.911552	
2	42	1	57.6929	0.851762	
3	42	1	51.8469	0.880978	
4	42	1	48.1589	0.903183	
5	42	1	63.2707	0.83971	
6	42	1	52.1633	0.857664	
7	42	1	50.4104	0.890183	
8	42	1	54.0343	0.959513	
9	42	1	72.6681	0.839417	
10	42	1	46.0551	0.878352	
11	42	1	47.3881	0.786127	
12	42	1	58.4252	0.801178	
13	42	1	45.076	0.772162	
14	42	1	60.7711	0.780588	
15	42	1	67.4107	0.834291	
16	42	1	50.4788	0.802	
17	42	1	52.2979	0.856662	
18	42	1	51.8661	1.03277	
19	42	1	65.815	0.851921	
20	42	1	58.9215	0.825496	
21	42	1	38.4337	0.855454	
22	42	1	36.8186	0.811515	
23	42	1	43.0872	0.85327	
24	42	1	53.8591	0.776189	
25	42	1	59.4242	0.826206	
26	42	1	66.099	0.835449	
27	42	1	65.2433	0.851864	
28	42	1	53.8611	0.923158	
29	42	1	66.7545	0.788696	
30	42	1	53.0904	0.791022	
31	42	1	64.2523	0.820603	
32	42	1	38.5475	0.837523	
33	42	1	47.548	0.807558	
34	42	1	55.4529	0.837237	
35	42	1	66.095	0.747939	
36	42	1	35.8364	0.875828	
37	42	1	56.1915	0.863527	
38	42	1	38.9262	0.805824	
39	42	1	55.1746	0.933096	
40	42	1	48.1875	0.77325	
41	42	1	56.0339	0.797302	
42	42	1	39.9592	0.831633	
43	42	1	50.2683	0.769804	
44	42	1	49.7897	0.827665	
45	42	1	36.2113	0.754071	
46	42	1	41.9874	0.755783	
47	42	1	46.8833	0.748148	
48	42	1	42.3722	0.771853	
49	42	1	69.2435	0.784235	
50	42	1	68.142	0.869936	
51	42	1	67.3368	0.800599	
52	42	1	67.9684	0.786947	
53	42	1	74.3336	0.79419	
54	42	1	76.1617	0.752185	
55	42	1	74.5634	0.80616	
56	42	1	68.6115	0.783422	
57	42	1	41.0741	0.823107	
58	42	1	71.5216	0.805034	
59	42	1	47.7162	0.773172	
60	42	1	64.1144	0.788903	
61	42	1	57.5015	0.84276	
62	42	1	60.8531	0.791648	
63	42	1	77.9445	0.803897	
64	42	1	63.5507	0.804482	
65	42	1	62.9896	0.760515	
66	42	1	69.5095	0.89735	
67	42	1	60.7046	0.909835	
68	42	1	69.4543	0.852532	
69	42	1	51.4887	0.811578	
70	42	1	71.8587	0.844153	
71	42	1	42.4247	0.805566	
72	42	1	66.9437	0.777912	
73	42	1	58.292	0.798561	
74	42	1	52.4649	0.806175	
75	42	1	68.6398	0.80984	
76	42	1	54.9128	0.801701	
77	42	1	63.738	0.826463	
78	42	1	44.1413	0.777484	
79	42	1	36.8196	0.758739	
80	42	1	41.2181	0.780256	
81	42	1	43.8583	0.776963	
82	42	1	45.4954	0.80671	
83	42	1	53.0043	0.753615	
84	42	1	70.5879	0.786844	
85	42	1	67.6332	0.791062	
86	42	1	64.6802	0.794437	
87	42	1	41.9657	0.766281	
88	42	1	51.1602	0.789915	
1	43	1	36.8759	1.05525	
2	43	1	55.5615	0.849693	
3	43	1	22.5678	0.824963	
4	43	1	54.7308	0.831897	
5	43	1	51.9203	0.833687	
6	43	1	50.0492	0.798539	
7	43	1	53.7243	0.909911	
8	43	1	48.0245	0.781243	
9	43	1	41.7364	0.933733	
10	43	1	60.9386	0.800048	
11	43	1	52.2641	0.826916	
12	43	1	24.2267	0.94204	
13	43	1	67.5696	0.779357	
14	43	1	55.0713	0.847583	
15	43	1	69.9935	0.800572	
16	43	1	62.3147	0.872423	
17	43	1	50.0178	0.878229	
18	43	1	55.4218	0.975997	
19	43	1	67.667	0.935253	
20	43	1	62.0296	0.856091	
21	43	1	28.1396	0.846198	
22	43	1	40.9383	0.86759	
23	43	1	29.8169	0.84341	
24	43	1	35.4639	0.825028	
25	43	1	53.3874	0.859872	
26	43	1	46.7043	0.780536	
27	43	1	46.948	0.7873	
28	43	1	49.3149	0.856163	
29	43	1	53.5309	0.82567	
30	43	1	57.9322	0.785844	
31	43	1	56.2456	0.778849	
32	43	1	51.9431	0.793432	
33	43	1	45.6916	0.83362	
34	43	1	43.743	0.882167	
35	43	1	54.2061	0.891003	
36	43	1	59.3481	0.857353	
37	43	1	68.9025	0.881794	
38	43	1	57.7368	0.832956	
39	43	1	59.253	0.784533	
40	43	1	54.5355	0.8411	
41	43	1	56.6761	0.787156	
42	43	1	29.3495	0.830097	
43	43	1	75.4335	0.777094	
44	43	1	64.9574	0.82545	
45	43	1	70.1016	0.769658	
46	43	1	61.7212	0.830833	
47	43	1	62.8062	0.787746	
48	43	1	78.4842	0.815878	
49	43	1	73.1398	0.777334	
50	43	1	72.0104	0.79399	
51	43	1	67.244	0.78847	
52	43	1	52.3528	0.772126	
53	43	1	31.9696	0.796724	
54	43	1	50.9268	0.773596	
55	43	1	45.3591	0.803651	
56	43	1	43.5011	0.78748	
57	43	1	56.9402	0.767559	
58	43	1	45.0733	0.775382	
59	43	1	46.7888	0.794272	
60	43	1	63.5787	0.803416	
61	43	1	40.7192	0.770069	
62	43	1	49.1748	0.777991	
63	43	1	52.1418	0.777289	
64	43	1	61.0061	0.765842	
65	43	1	58.716	0.811275	
66	43	1	50.0742	0.794864	
67	43	1	83.7746	0.769877	
68	43	1	48.1616	0.793795	
69	43	1	36.587	0.786969	
70	43	1	34.0967	0.810128	
71	43	1	50.1507	0.840265	
72	43	1	45.6089	0.806671	
73	43	1	44.5786	0.811791	
74	43	1	38.928	0.818808	
75	43	1	67.116	0.7976	
76	43	1	61.8523	0.792416	
77	43	1	47.7137	0.819613	
78	43	1	42.191	0.830728	
79	43	1	59.4198	0.776459	
80	43	1	40.0651	0.791184	
81	43	1	57.4297	0.790179	
82	43	1	24.1258	0.765895	
83	43	1	39.7228	0.803644	
84	43	1	13.3342	0.81207	
85	43	1	42.5471	0.803191	
86	43	1	42.6944	0.789886	
87	43	1	49.3228	0.841727	
88	43	1	45.2745	0.871072	
1	44	1	31.6549	0.86029	
2	44	1	29.0761	0.877172	
3	44	1	43.5991	0.891797	
4	44	1	49.3017	0.838408	
5	44	1	56.1376	0.879272	
6	44	1	53.4062	0.774041	
7	44	1	57.7259	0.927638	
8	44	1	53.1633	0.835936	
9	44	1	51.5109	0.846059	
10	44	1	59.5885	0.831478	
11	44	1	48.4709	1.07477	
12	44	1	37.1449	0.758456	
13	44	1	76.8357	0.827753	
14	44	1	61.884	0.809289	
15	44	1	37.8626	0.820688	
16	44	1	54.8235	0.795456	
17	44	1	63.6468	0.844961	
18	44	1	51.5609	0.840596	
19	44	1	48.9208	0.865043	
20	44	1	35.6575	0.838338	
21	44	1	30.9826	0.882129	
22	44	1	45.5583	0.855144	
23	44	1	46.598	0.804115	
24	44	1	44.4299	0.858955	
25	44	1	57.2617	0.834873	
26	44	1	53.8388	0.789882	
27	44	1	60.6057	0.842598	
28	44	1	59.2778	0.817375	
29	44	1	65.8838	0.908458	
30	44	1	71.0275	0.895905	
31	44	1	52.055	0.83686	
32	44	1	39.8936	0.872122	
33	44	1	63.9336	0.84169	
34	44	1	33.151	0.883751	
35	44	1	51.3173	0.892228	
36	44	1	57.7167	0.880441	
37	44	1	56.5776	0.87213	
38	44	1	53.6764	0.868567	
39	44	1	42.1003	0.811297	
40	44	1	63.4117	0.852459	
41	44	1	88.7575	0.837861	
42	44	1	56.5929	0.840206	
43	44	1	58.4588	0.789115	
44	44	1	63.3158	0.741875	
45	44	1	63.4868	0.854138	
46	44	1	74.8946	0.786547	
47	44	1	78.0269	0.748196	
48	44	1	65.1051	0.783344	
49	44	1	74.3872	0.745999	
50	44	1	70.0811	0.789973	
51	44	1	69.8322	0.790412	
52	44	1	60.143	0.765359	
53	44	1	37.0524	0.760038	
54	44	1	38.6434	0.773043	
55	44	1	45.0217	0.829036	
56	44	1	69.1548	0.799602	
57	44	1	71.4573	0.783011	
58	44	1	54.8072	0.770388	
59	44	1	52.0338	0.779553	
60	44	1	57.2524	0.76448	
61	44	1	40.5377	0.788534	
62	44	1	53.9055	0.787144	
63	44	1	74.6521	0.802131	
64	44	1	46.4083	0.754679	
65	44	1	42.3561	0.78842	
66	44	1	47.2266	0.794019	
67	44	1	84.1135	0.777406	
68	44	1	46.9588	0.805738	
69	44	1	26.685	0.795523	
70	44	1	46.505	0.819813	
71	44	1	61.8722	0.846547	
72	44	1	63.5368	0.841325	
73	44	1	83.2707	0.85617	
74	44	1	26.0649	0.789784	
75	44	1	49.1586	0.773009	
76	44	1	59.5625	0.796289	
77	44	1	63.7001	0.815751	
78	44	1	48.3202	0.760263	
79	44	1	36.7977	0.803908	
80	44	1	36.7084	0.812974	
81	44	1	23.7351	0.753758	
82	44	1	21.0291	0.749147	
83	44	1	46.4436	0.799786	
84	44	1	43.8581	0.775001	
85	44	1	48.7482	0.775554	
86	44	1	31.4855	0.79317	
87	44	1	37.0061	0.762032	
88	44	1	24.5613	0.829111	
1	45	1	84.884	0.921997	
2	45	1	69.9075	0.867729	
3	45	1	78.8564	0.896431	
4	45	1	69.232	0.858054	
5	45	1	66.2438	0.792835	
6	45	1	65.6994	0.892769	
7	45	1	52.6279	0.822752	
8	45	1	53.6746	0.829355	
9	45	1	50.1963	0.870226	
10	45	1	32.5011	0.79678	
11	45	1	62.7424	0.821866	
12	45	1	60.3551	0.76276	
13	45	1	36.9647	0.81082	
14	45	1	63.0603	0.77766	
15	45	1	45.5398	0.844557	
16	45	1	55.3098	0.856661	
17	45	1	42.2277	0.777554	
18	45	1	47.4355	0.822468	
19	45	1	50.0817	0.891662	
20	45	1	48.8096	0.836318	
21	45	1	21.3842	0.841368	
22	45	1	30.5256	0.878045	
23	45	1	48.6331	0.855543	
24	45	1	44.4926	0.814731	
25	45	1	48.2297	0.831997	
26	45	1	61.3467	0.825692	
27	45	1	46.5849	0.864819	
28	45	1	44.9623	0.782135	
29	45	1	69.6759	0.815639	
30	45	1	49.2177	0.771701	
31	45	1	34.7601	0.785468	
32	45	1	51.1753	0.762413	
33	45	1	47.5808	0.847439	
34	45	1	50.9411	0.903681	
35	45	1	44.4478	0.894801	
36	45	1	39.901	0.884127	
37	45	1	53.2783	0.85176	
38	45	1	60.5076	0.846969	
39	45	1	42.2451	0.787959	
40	45	1	43.3479	0.836328	
41	45	1	54.0252	0.789619	
42	45	1	50.2257	0.824261	
43	45	1	53.0939	0.786219	
44	45	1	59.7527	0.793659	
45	45	1	73.0681	0.791751	
46	45	1	71.9111	0.804752	
47	45	1	57.0512	0.770937	
48	45	1	60.7277	0.780726	
49	45	1	85.3268	0.760768	
50	45	1	64.137	0.764363	
51	45	1	62.1197	0.777383	
52	45	1	52.1336	0.78695	
53	45	1	37.4541	0.805844	
54	45	1	44.8407	0.806116	
55	45	1	55.0139	0.765174	
56	45	1	54.2806	0.806211	
57	45	1	33.1297	0.758692	
58	45	1	30.6781	0.817507	
59	45	1	45.6984	0.786237	
60	45	1	41.7718	0.820729	
61	45	1	49.4848	0.80432	
62	45	1	54.1531	0.816746	
63	45	1	39.1482	0.806871	
64	45	1	64.8874	0.796261	
65	45	1	55.2962	0.77002	
66	45	1	52.4661	0.821804	
67	45	1	43.2498	0.826917	
68	45	1	60.2236	0.803826	
69	45	1	69.2065	0.800201	
70	45	1	52.2802	0.81942	
71	45	1	68.673	0.840414	
72	45	1	67.3387	0.887316	
73	45	1	51.5927	0.88212	
74	45	1	55.4048	0.895237	
75	45	1	43.0412	0.810392	
76	45	1	42.4307	0.846192	
77	45	1	62.8466	0.796531	
78	45	1	53.3478	0.751897	
79	45	1	61.7158	0.812681	
80	45	1	49.7231	0.802009	
81	45	1	61.9046	0.833416	
82	45	1	54.5011	0.862069	
83	45	1	49.1039	0.858135	
84	45	1	60.735	0.773754	
85	45	1	44.6336	0.821091	
86	45	1	48.5437	0.823599	
87	45	1	32.6157	0.824092	
88	45	1	46.3278	0.796118	
1	46	1	22.8918	0.81823	
2	46	1	45.1813	0.935924	
3	46	1	38.0148	0.828712	
4	46	1	50.6765	0.816141	
5	46	1	56.1604	0.804741	
6	46	1	51.3015	0.787142	
7	46	1	42.6182	0.820574	
8	46	1	55.2164	0.833593	
9	46	1	64.0035	0.776894	
10	46	1	43.085	0.792751	
11	46	1	61.4367	0.821956	
12	46	1	40.9887	0.771123	
13	46	1	62.1257	0.85654	
14	46	1	39.8963	0.774292	
15	46	1	49.0404	0.856123	
16	46	1	53.2698	0.788923	
17	46	1	60.0911	0.975375	
18	46	1	56.2737	0.8048	
19	46	1	33.0258	0.811527	
20	46	1	41.7171	0.911434	
21	46	1	43.0065	0.868007	
22	46	1	37.3576	0.85544	
23	46	1	45.7366	0.806023	
24	46	1	60.4111	0.830159	
25	46	1	51.9413	0.83694	
26	46	1	49.0914	0.784431	
27	46	1	54.1984	0.830815	
28	46	1	52.1157	0.811323	
29	46	1	35.3349	0.768689	
30	46	1	62.4132	0.807462	
31	46	1	37.5055	0.812237	
32	46	1	53.8181	0.824051	
33	46	1	47.332	0.841926	
34	46	1	46.3848	0.906161	
35	46	1	44.3519	0.884702	
36	46	1	59.049	0.876469	
37	46	1	49.0531	0.806703	
38	46	1	54.8058	0.894476	
39	46	1	52.9084	0.815166	
40	46	1	55.7534	0.811523	
