# ASCII file created 2001/8/2 (19:45:48)  


[ Rich Mapping Parameters Setup ]

MaxPads MaxRows MaxCols MaxRCs MaxPorts MaxModules MaxChannels UnconnCh 
4712	96	96	2	8	5	64	88	

[ Rich Mapping Parameters ]

Col	Row	RC	Port	Module	Channel	
30	44	0	3	1	18	
32	46	0	3	1	19	
30	43	0	3	1	20	
32	47	0	3	1	21	
29	46	0	3	1	22	
30	42	0	3	1	23	
27	46	0	3	1	24	
28	46	0	3	1	25	
31	40	0	3	1	26	
32	40	0	3	1	27	
28	45	0	3	1	28	
29	45	0	3	1	29	
29	44	0	3	1	30	
27	45	0	3	1	31	
27	44	0	3	1	32	
28	44	0	3	1	33	
29	43	0	3	1	34	
30	39	0	3	1	35	
31	39	0	3	1	36	
32	39	0	3	1	37	
30	38	0	3	1	39	
29	36	0	3	1	40	
28	35	0	3	1	41	
29	35	0	3	1	42	
28	34	0	3	1	43	
29	34	0	3	1	44	
28	33	0	3	1	45	
31	38	0	3	1	46	
32	38	0	3	1	47	
29	33	0	3	1	48	
30	37	0	3	1	49	
30	36	0	3	1	50	
30	35	0	3	1	51	
30	34	0	3	1	52	
30	33	0	3	1	53	
31	33	0	3	1	54	
32	33	0	3	1	55	
31	37	0	3	1	56	
32	37	0	3	1	57	
31	34	0	3	1	58	
32	34	0	3	1	59	
31	35	0	3	1	60	
32	35	0	3	1	61	
31	36	0	3	1	62	
32	36	0	3	1	63	
34	43	0	3	2	0	
35	43	0	3	2	1	
34	44	0	3	2	2	
35	44	0	3	2	3	
34	45	0	3	2	4	
35	45	0	3	2	5	
34	46	0	3	2	6	
35	46	0	3	2	7	
34	47	0	3	2	8	
35	47	0	3	2	9	
34	42	0	3	2	10	
35	42	0	3	2	11	
33	47	0	3	2	12	
36	47	0	3	2	13	
33	46	0	3	2	14	
36	46	0	3	2	15	
33	45	0	3	2	16	
36	45	0	3	2	17	
33	44	0	3	2	18	
36	44	0	3	2	19	
34	41	0	3	2	20	
35	41	0	3	2	21	
33	43	0	3	2	22	
36	43	0	3	2	23	
33	42	0	3	2	24	
36	42	0	3	2	25	
33	41	0	3	2	26	
37	42	0	3	2	27	
34	40	0	3	2	28	
36	41	0	3	2	29	
33	40	0	3	2	30	
35	40	0	3	2	31	
36	40	0	3	2	32	
37	41	0	3	2	33	
33	39	0	3	2	34	
37	40	0	3	2	35	
34	39	0	3	2	36	
35	39	0	3	2	37	
36	39	0	3	2	38	
37	39	0	3	2	39	
33	38	0	3	2	40	
36	38	0	3	2	41	
33	37	0	3	2	42	
36	37	0	3	2	43	
34	38	0	3	2	44	
35	38	0	3	2	45	
33	36	0	3	2	46	
36	36	0	3	2	47	
33	35	0	3	2	48	
36	35	0	3	2	49	
33	34	0	3	2	50	
36	34	0	3	2	51	
33	33	0	3	2	52	
36	33	0	3	2	53	
34	37	0	3	2	54	
35	37	0	3	2	55	
34	33	0	3	2	56	
35	33	0	3	2	57	
34	34	0	3	2	58	
35	34	0	3	2	59	
34	35	0	3	2	60	
35	35	0	3	2	61	
34	36	0	3	2	62	
35	36	0	3	2	63	
44	37	0	3	3	0	
44	36	0	3	3	1	
45	37	0	3	3	2	
45	36	0	3	3	3	
46	37	0	3	3	4	
46	36	0	3	3	5	
47	37	0	3	3	6	
47	36	0	3	3	7	
43	37	0	3	3	8	
43	36	0	3	3	9	
47	38	0	3	3	10	
47	35	0	3	3	11	
46	38	0	3	3	12	
46	35	0	3	3	13	
45	38	0	3	3	14	
45	35	0	3	3	15	
44	38	0	3	3	16	
42	36	0	3	3	17	
43	38	0	3	3	18	
44	35	0	3	3	19	
42	37	0	3	3	20	
43	35	0	3	3	21	
41	37	0	3	3	22	
42	35	0	3	3	23	
47	34	0	3	3	24	
41	36	0	3	3	25	
45	34	0	3	3	26	
46	34	0	3	3	27	
43	34	0	3	3	28	
44	34	0	3	3	29	
41	34	0	3	3	30	
42	34	0	3	3	31	
40	37	0	3	3	32	
41	35	0	3	3	33	
40	35	0	3	3	34	
40	36	0	3	3	35	
46	33	0	3	3	36	
47	33	0	3	3	37	
44	33	0	3	3	38	
45	33	0	3	3	39	
42	33	0	3	3	40	
43	33	0	3	3	41	
40	34	0	3	3	42	
41	33	0	3	3	43	
39	37	0	3	3	44	
40	33	0	3	3	45	
39	35	0	3	3	46	
39	36	0	3	3	47	
39	33	0	3	3	48	
39	34	0	3	3	49	
38	34	0	3	3	52	
38	33	0	3	3	53	
38	35	0	3	3	55	
38	37	0	3	3	56	
38	36	0	3	3	57	
37	34	0	3	3	58	
37	33	0	3	3	59	
37	38	0	3	3	60	
37	35	0	3	3	61	
37	37	0	3	3	62	
37	36	0	3	3	63	
21	48	0	3	4	0	
22	48	0	3	4	1	
19	48	0	3	4	2	
20	48	0	3	4	3	
26	47	0	3	4	4	
18	48	0	3	4	5	
25	47	0	3	4	6	
17	48	0	3	4	7	
23	47	0	3	4	8	
24	47	0	3	4	9	
21	47	0	3	4	10	
22	47	0	3	4	11	
19	47	0	3	4	12	
20	47	0	3	4	13	
26	46	0	3	4	14	
18	47	0	3	4	15	
25	46	0	3	4	16	
17	47	0	3	4	17	
23	46	0	3	4	18	
24	46	0	3	4	19	
21	46	0	3	4	20	
22	46	0	3	4	21	
19	46	0	3	4	22	
20	46	0	3	4	23	
26	45	0	3	4	24	
18	46	0	3	4	25	
24	45	0	3	4	26	
25	45	0	3	4	27	
22	45	0	3	4	28	
23	45	0	3	4	29	
20	45	0	3	4	30	
21	45	0	3	4	31	
26	44	0	3	4	32	
19	45	0	3	4	33	
25	44	0	3	4	34	
18	45	0	3	4	35	
23	44	0	3	4	36	
24	44	0	3	4	37	
21	44	0	3	4	38	
22	44	0	3	4	39	
19	44	0	3	4	40	
20	44	0	3	4	41	
26	43	0	3	4	42	
25	43	0	3	4	43	
23	43	0	3	4	44	
24	43	0	3	4	45	
21	43	0	3	4	46	
22	43	0	3	4	47	
19	43	0	3	4	48	
20	43	0	3	4	49	
24	42	0	3	4	50	
25	42	0	3	4	51	
26	42	0	3	4	52	
23	42	0	3	4	53	
21	42	0	3	4	54	
22	42	0	3	4	55	
20	41	0	3	4	56	
20	42	0	3	4	57	
22	41	0	3	4	58	
21	41	0	3	4	59	
24	41	0	3	4	60	
23	41	0	3	4	61	
26	41	0	3	4	62	
25	41	0	3	4	63	
40	48	0	4	0	0	
41	48	0	4	0	1	
39	48	0	4	0	2	
42	48	0	4	0	3	
40	47	0	4	0	4	
41	47	0	4	0	5	
39	47	0	4	0	6	
42	47	0	4	0	7	
37	47	0	4	0	8	
38	47	0	4	0	9	
37	46	0	4	0	10	
42	46	0	4	0	11	
38	46	0	4	0	12	
41	46	0	4	0	13	
40	46	0	4	0	14	
39	46	0	4	0	15	
37	45	0	4	0	18	
38	45	0	4	0	20	
39	45	0	4	0	22	
41	45	0	4	0	23	
40	45	0	4	0	24	
42	45	0	4	0	25	
37	44	0	4	0	27	
38	44	0	4	0	28	
39	44	0	4	0	29	
37	43	0	4	0	30	
42	44	0	4	0	31	
40	44	0	4	0	32	
41	44	0	4	0	33	
38	43	0	4	0	34	
38	42	0	4	0	35	
38	41	0	4	0	36	
38	40	0	4	0	37	
38	39	0	4	0	38	
38	38	0	4	0	39	
40	43	0	4	0	40	
42	43	0	4	0	41	
39	43	0	4	0	42	
41	43	0	4	0	43	
39	42	0	4	0	44	
42	42	0	4	0	45	
39	41	0	4	0	46	
42	41	0	4	0	47	
39	40	0	4	0	48	
42	40	0	4	0	49	
39	39	0	4	0	50	
42	39	0	4	0	51	
39	38	0	4	0	52	
42	38	0	4	0	53	
40	42	0	4	0	54	
41	42	0	4	0	55	
40	38	0	4	0	56	
41	38	0	4	0	57	
40	39	0	4	0	58	
41	39	0	4	0	59	
40	40	0	4	0	60	
41	40	0	4	0	61	
40	41	0	4	0	62	
41	41	0	4	0	63	
43	48	0	4	1	0	
44	48	0	4	1	1	
43	49	0	4	1	2	
44	49	0	4	1	3	
43	50	0	4	1	4	
44	50	0	4	1	5	
43	47	0	4	1	6	
44	47	0	4	1	7	
45	50	0	4	1	8	
45	49	0	4	1	9	
45	48	0	4	1	10	
45	47	0	4	1	11	
46	50	0	4	1	12	
46	49	0	4	1	13	
46	48	0	4	1	14	
45	46	0	4	1	15	
43	46	0	4	1	16	
44	46	0	4	1	17	
46	47	0	4	1	18	
47	50	0	4	1	19	
47	49	0	4	1	20	
47	48	0	4	1	21	
47	47	0	4	1	22	
46	46	0	4	1	23	
47	46	0	4	1	24	
44	45	0	4	1	25	
43	45	0	4	1	26	
45	45	0	4	1	27	
46	45	0	4	1	28	
47	45	0	4	1	29	
47	44	0	4	1	33	
43	44	0	4	1	34	
46	44	0	4	1	35	
45	44	0	4	1	37	
47	43	0	4	1	38	
44	44	0	4	1	39	
46	43	0	4	1	40	
47	42	0	4	1	41	
45	43	0	4	1	42	
46	42	0	4	1	43	
43	43	0	4	1	44	
44	43	0	4	1	45	
47	40	0	4	1	46	
47	41	0	4	1	47	
46	41	0	4	1	48	
47	39	0	4	1	49	
46	39	0	4	1	50	
46	40	0	4	1	51	
45	41	0	4	1	52	
45	42	0	4	1	53	
45	39	0	4	1	54	
45	40	0	4	1	55	
43	42	0	4	1	56	
44	42	0	4	1	57	
43	39	0	4	1	58	
44	39	0	4	1	59	
43	40	0	4	1	60	
44	40	0	4	1	61	
43	41	0	4	1	62	
44	41	0	4	1	63	
51	48	0	4	2	0	
52	48	0	4	2	1	
51	49	0	4	2	2	
52	49	0	4	2	3	
51	50	0	4	2	4	
52	50	0	4	2	5	
51	47	0	4	2	6	
52	47	0	4	2	7	
50	49	0	4	2	8	
50	50	0	4	2	9	
50	47	0	4	2	10	
50	48	0	4	2	11	
49	49	0	4	2	12	
49	50	0	4	2	13	
50	46	0	4	2	14	
49	48	0	4	2	15	
51	46	0	4	2	16	
52	46	0	4	2	17	
48	50	0	4	2	18	
49	47	0	4	2	19	
48	48	0	4	2	20	
48	49	0	4	2	21	
49	46	0	4	2	22	
48	47	0	4	2	23	
51	45	0	4	2	24	
48	46	0	4	2	25	
50	45	0	4	2	26	
52	45	0	4	2	27	
48	45	0	4	2	28	
49	45	0	4	2	29	
48	44	0	4	2	32	
49	44	0	4	2	34	
52	44	0	4	2	35	
50	44	0	4	2	36	
51	44	0	4	2	38	
48	43	0	4	2	39	
48	42	0	4	2	40	
49	43	0	4	2	41	
49	42	0	4	2	42	
50	43	0	4	2	43	
51	43	0	4	2	44	
52	43	0	4	2	45	
48	41	0	4	2	46	
48	40	0	4	2	47	
48	39	0	4	2	48	
49	41	0	4	2	49	
49	40	0	4	2	50	
49	39	0	4	2	51	
50	42	0	4	2	52	
50	41	0	4	2	53	
50	40	0	4	2	54	
50	39	0	4	2	55	
51	42	0	4	2	56	
52	42	0	4	2	57	
51	39	0	4	2	58	
52	39	0	4	2	59	
51	40	0	4	2	60	
52	40	0	4	2	61	
51	41	0	4	2	62	
52	41	0	4	2	63	
54	48	0	4	3	0	
55	48	0	4	3	1	
53	48	0	4	3	2	
56	48	0	4	3	3	
54	47	0	4	3	4	
55	47	0	4	3	5	
53	47	0	4	3	6	
56	47	0	4	3	7	
57	47	0	4	3	8	
58	47	0	4	3	9	
53	46	0	4	3	10	
58	46	0	4	3	11	
54	46	0	4	3	12	
57	46	0	4	3	13	
56	46	0	4	3	14	
55	46	0	4	3	15	
58	45	0	4	3	19	
57	45	0	4	3	21	
54	45	0	4	3	22	
56	45	0	4	3	23	
53	45	0	4	3	24	
55	45	0	4	3	25	
58	44	0	4	3	26	
56	44	0	4	3	28	
57	44	0	4	3	29	
53	44	0	4	3	30	
58	43	0	4	3	31	
54	44	0	4	3	32	
55	44	0	4	3	33	
57	42	0	4	3	34	
57	43	0	4	3	35	
57	40	0	4	3	36	
57	41	0	4	3	37	
57	38	0	4	3	38	
57	39	0	4	3	39	
53	43	0	4	3	40	
55	43	0	4	3	41	
54	43	0	4	3	42	
56	43	0	4	3	43	
53	42	0	4	3	44	
56	42	0	4	3	45	
53	41	0	4	3	46	
56	41	0	4	3	47	
53	40	0	4	3	48	
56	40	0	4	3	49	
53	39	0	4	3	50	
56	39	0	4	3	51	
53	38	0	4	3	52	
56	38	0	4	3	53	
54	42	0	4	3	54	
55	42	0	4	3	55	
54	38	0	4	3	56	
55	38	0	4	3	57	
54	39	0	4	3	58	
55	39	0	4	3	59	
54	40	0	4	3	60	
55	40	0	4	3	61	
54	41	0	4	3	62	
55	41	0	4	3	63	
17	58	0	5	0	0	
18	58	0	5	0	1	
19	57	0	5	0	2	
16	58	0	5	0	3	
21	56	0	5	0	4	
18	57	0	5	0	5	
16	57	0	5	0	6	
17	57	0	5	0	7	
14	57	0	5	0	8	
15	57	0	5	0	9	
20	56	0	5	0	10	
13	57	0	5	0	11	
21	55	0	5	0	12	
19	56	0	5	0	13	
17	56	0	5	0	14	
18	56	0	5	0	15	
15	56	0	5	0	16	
16	56	0	5	0	17	
13	56	0	5	0	18	
14	56	0	5	0	19	
19	55	0	5	0	20	
20	55	0	5	0	21	
21	54	0	5	0	22	
18	55	0	5	0	23	
16	55	0	5	0	24	
17	55	0	5	0	25	
14	55	0	5	0	26	
15	55	0	5	0	27	
20	54	0	5	0	28	
13	55	0	5	0	29	
21	53	0	5	0	30	
19	54	0	5	0	31	
17	54	0	5	0	32	
18	54	0	5	0	33	
15	54	0	5	0	34	
16	54	0	5	0	35	
20	53	0	5	0	36	
14	54	0	5	0	37	
18	53	0	5	0	38	
19	53	0	5	0	39	
21	52	0	5	0	40	
17	53	0	5	0	41	
15	53	0	5	0	42	
16	53	0	5	0	43	
20	52	0	5	0	44	
14	53	0	5	0	45	
18	52	0	5	0	46	
19	52	0	5	0	47	
21	51	0	5	0	48	
17	52	0	5	0	49	
15	52	0	5	0	50	
16	52	0	5	0	51	
20	51	0	5	0	52	
19	51	0	5	0	53	
18	51	0	5	0	54	
17	51	0	5	0	55	
16	51	0	5	0	56	
15	51	0	5	0	57	
21	50	0	5	0	58	
20	50	0	5	0	59	
19	50	0	5	0	60	
18	50	0	5	0	61	
17	50	0	5	0	62	
16	50	0	5	0	63	
24	57	0	5	1	0	
25	57	0	5	1	1	
24	56	0	5	1	2	
25	56	0	5	1	3	
24	58	0	5	1	4	
25	58	0	5	1	5	
23	58	0	5	1	6	
26	58	0	5	1	7	
22	58	0	5	1	8	
26	57	0	5	1	9	
24	55	0	5	1	10	
25	55	0	5	1	11	
21	58	0	5	1	12	
26	56	0	5	1	13	
20	58	0	5	1	14	
26	55	0	5	1	15	
20	57	0	5	1	16	
19	58	0	5	1	17	
21	57	0	5	1	18	
26	54	0	5	1	19	
24	54	0	5	1	20	
25	54	0	5	1	21	
23	57	0	5	1	22	
23	55	0	5	1	23	
23	56	0	5	1	24	
22	57	0	5	1	25	
22	55	0	5	1	26	
22	56	0	5	1	27	
23	54	0	5	1	28	
26	53	0	5	1	29	
24	53	0	5	1	30	
25	53	0	5	1	31	
23	53	0	5	1	32	
22	54	0	5	1	33	
22	52	0	5	1	34	
22	53	0	5	1	35	
23	52	0	5	1	36	
26	52	0	5	1	37	
24	52	0	5	1	38	
25	52	0	5	1	39	
22	51	0	5	1	40	
23	51	0	5	1	41	
22	50	0	5	1	42	
23	50	0	5	1	43	
22	49	0	5	1	44	
21	49	0	5	1	45	
20	49	0	5	1	46	
26	51	0	5	1	47	
24	51	0	5	1	48	
25	51	0	5	1	49	
19	49	0	5	1	50	
18	49	0	5	1	51	
17	49	0	5	1	52	
16	49	0	5	1	53	
23	49	0	5	1	54	
26	50	0	5	1	55	
24	50	0	5	1	56	
25	50	0	5	1	57	
23	48	0	5	1	58	
26	49	0	5	1	59	
24	48	0	5	1	60	
25	48	0	5	1	61	
24	49	0	5	1	62	
25	49	0	5	1	63	
29	56	0	5	2	0	
30	56	0	5	2	1	
29	57	0	5	2	2	
30	57	0	5	2	3	
29	58	0	5	2	4	
30	58	0	5	2	5	
29	55	0	5	2	6	
30	55	0	5	2	7	
28	58	0	5	2	8	
31	58	0	5	2	9	
27	58	0	5	2	10	
31	57	0	5	2	11	
29	54	0	5	2	12	
30	54	0	5	2	13	
28	57	0	5	2	14	
31	56	0	5	2	15	
27	57	0	5	2	16	
31	55	0	5	2	17	
28	56	0	5	2	18	
32	55	0	5	2	19	
27	56	0	5	2	20	
31	54	0	5	2	21	
29	53	0	5	2	22	
30	53	0	5	2	23	
28	55	0	5	2	24	
32	54	0	5	2	25	
27	55	0	5	2	26	
31	53	0	5	2	27	
28	54	0	5	2	28	
32	53	0	5	2	29	
27	54	0	5	2	30	
32	52	0	5	2	31	
29	52	0	5	2	32	
30	52	0	5	2	33	
28	53	0	5	2	34	
31	52	0	5	2	35	
27	53	0	5	2	36	
32	51	0	5	2	37	
28	52	0	5	2	38	
31	51	0	5	2	39	
29	51	0	5	2	40	
30	51	0	5	2	41	
27	52	0	5	2	42	
32	50	0	5	2	43	
28	51	0	5	2	44	
31	50	0	5	2	45	
27	51	0	5	2	46	
32	49	0	5	2	47	
27	50	0	5	2	48	
31	49	0	5	2	49	
29	50	0	5	2	50	
30	50	0	5	2	51	
28	50	0	5	2	52	
27	49	0	5	2	53	
28	49	0	5	2	54	
32	48	0	5	2	55	
26	48	0	5	2	56	
27	48	0	5	2	57	
28	48	0	5	2	58	
31	48	0	5	2	59	
29	48	0	5	2	60	
30	48	0	5	2	61	
29	49	0	5	2	62	
30	49	0	5	2	63	
35	56	0	5	3	0	
36	56	0	5	3	1	
35	55	0	5	3	2	
36	55	0	5	3	3	
35	57	0	5	3	4	
36	57	0	5	3	5	
35	58	0	5	3	6	
36	58	0	5	3	7	
34	58	0	5	3	8	
37	58	0	5	3	9	
35	54	0	5	3	10	
36	54	0	5	3	11	
33	58	0	5	3	12	
37	57	0	5	3	13	
32	58	0	5	3	14	
37	56	0	5	3	15	
33	57	0	5	3	16	
34	57	0	5	3	17	
34	56	0	5	3	18	
32	57	0	5	3	19	
35	53	0	5	3	20	
36	53	0	5	3	21	
33	56	0	5	3	22	
37	55	0	5	3	23	
32	56	0	5	3	24	
37	54	0	5	3	25	
34	55	0	5	3	26	
37	53	0	5	3	27	
33	55	0	5	3	28	
38	53	0	5	3	29	
35	52	0	5	3	30	
36	52	0	5	3	31	
34	54	0	5	3	32	
37	52	0	5	3	33	
33	54	0	5	3	34	
38	52	0	5	3	35	
34	53	0	5	3	36	
38	51	0	5	3	37	
33	53	0	5	3	38	
37	51	0	5	3	39	
35	51	0	5	3	40	
36	51	0	5	3	41	
33	52	0	5	3	42	
34	52	0	5	3	43	
33	51	0	5	3	44	
34	51	0	5	3	45	
33	50	0	5	3	46	
38	50	0	5	3	47	
34	50	0	5	3	48	
37	50	0	5	3	49	
35	50	0	5	3	50	
36	50	0	5	3	51	
33	49	0	5	3	52	
38	49	0	5	3	53	
34	49	0	5	3	54	
37	49	0	5	3	55	
33	48	0	5	3	56	
38	48	0	5	3	57	
35	49	0	5	3	58	
36	49	0	5	3	59	
34	48	0	5	3	60	
37	48	0	5	3	61	
35	48	0	5	3	62	
36	48	0	5	3	63	
40	59	0	6	0	0	
41	59	0	6	0	1	
39	59	0	6	0	2	
42	59	0	6	0	3	
40	58	0	6	0	4	
38	59	0	6	0	5	
39	58	0	6	0	6	
41	58	0	6	0	7	
38	58	0	6	0	8	
42	58	0	6	0	9	
40	57	0	6	0	10	
41	57	0	6	0	11	
39	57	0	6	0	12	
42	57	0	6	0	13	
38	57	0	6	0	14	
40	56	0	6	0	20	
41	56	0	6	0	21	
39	56	0	6	0	22	
42	56	0	6	0	23	
38	56	0	6	0	24	
40	55	0	6	0	28	
41	55	0	6	0	29	
39	55	0	6	0	30	
38	55	0	6	0	32	
42	55	0	6	0	33	
38	54	0	6	0	36	
39	54	0	6	0	38	
42	54	0	6	0	39	
40	54	0	6	0	40	
41	54	0	6	0	41	
39	53	0	6	0	44	
42	53	0	6	0	45	
40	53	0	6	0	46	
41	53	0	6	0	47	
39	49	0	6	0	48	
42	49	0	6	0	49	
39	50	0	6	0	50	
42	50	0	6	0	51	
39	51	0	6	0	52	
42	51	0	6	0	53	
39	52	0	6	0	54	
42	52	0	6	0	55	
40	52	0	6	0	56	
41	52	0	6	0	57	
40	49	0	6	0	58	
41	49	0	6	0	59	
40	50	0	6	0	60	
41	50	0	6	0	61	
40	51	0	6	0	62	
41	51	0	6	0	63	
43	59	0	6	1	0	
44	59	0	6	1	1	
43	58	0	6	1	2	
44	58	0	6	1	3	
43	60	0	6	1	4	
44	60	0	6	1	5	
43	61	0	6	1	6	
44	61	0	6	1	7	
43	62	0	6	1	8	
44	62	0	6	1	9	
45	63	0	6	1	10	
46	63	0	6	1	11	
43	57	0	6	1	12	
44	57	0	6	1	13	
47	64	0	6	1	14	
47	63	0	6	1	15	
45	62	0	6	1	16	
46	62	0	6	1	17	
47	62	0	6	1	18	
45	59	0	6	1	19	
43	56	0	6	1	20	
44	56	0	6	1	21	
45	60	0	6	1	22	
45	61	0	6	1	23	
45	57	0	6	1	24	
45	58	0	6	1	25	
45	56	0	6	1	26	
46	61	0	6	1	27	
47	61	0	6	1	28	
46	60	0	6	1	29	
43	55	0	6	1	30	
44	55	0	6	1	31	
47	60	0	6	1	32	
46	59	0	6	1	33	
47	59	0	6	1	34	
46	58	0	6	1	35	
47	58	0	6	1	36	
46	57	0	6	1	37	
47	57	0	6	1	38	
46	56	0	6	1	39	
43	54	0	6	1	40	
44	54	0	6	1	41	
47	56	0	6	1	42	
45	55	0	6	1	43	
46	55	0	6	1	44	
47	55	0	6	1	45	
45	54	0	6	1	46	
46	54	0	6	1	47	
47	54	0	6	1	48	
45	53	0	6	1	49	
43	53	0	6	1	50	
44	53	0	6	1	51	
46	53	0	6	1	52	
47	53	0	6	1	53	
47	52	0	6	1	54	
46	52	0	6	1	55	
45	52	0	6	1	56	
47	51	0	6	1	57	
43	52	0	6	1	58	
44	52	0	6	1	59	
45	51	0	6	1	60	
46	51	0	6	1	61	
43	51	0	6	1	62	
44	51	0	6	1	63	
51	59	0	6	2	0	
52	59	0	6	2	1	
51	58	0	6	2	2	
52	58	0	6	2	3	
51	60	0	6	2	4	
52	60	0	6	2	5	
51	61	0	6	2	6	
52	61	0	6	2	7	
51	62	0	6	2	8	
52	62	0	6	2	9	
49	63	0	6	2	10	
50	63	0	6	2	11	
51	57	0	6	2	12	
52	57	0	6	2	13	
48	63	0	6	2	14	
48	64	0	6	2	15	
49	62	0	6	2	16	
50	62	0	6	2	17	
50	59	0	6	2	18	
48	62	0	6	2	19	
51	56	0	6	2	20	
52	56	0	6	2	21	
50	61	0	6	2	22	
50	60	0	6	2	23	
50	58	0	6	2	24	
50	57	0	6	2	25	
49	61	0	6	2	26	
50	56	0	6	2	27	
49	60	0	6	2	28	
48	61	0	6	2	29	
51	55	0	6	2	30	
52	55	0	6	2	31	
49	59	0	6	2	32	
48	60	0	6	2	33	
49	58	0	6	2	34	
48	59	0	6	2	35	
49	57	0	6	2	36	
48	58	0	6	2	37	
49	56	0	6	2	38	
48	57	0	6	2	39	
51	54	0	6	2	40	
52	54	0	6	2	41	
50	55	0	6	2	42	
48	56	0	6	2	43	
48	55	0	6	2	44	
49	55	0	6	2	45	
49	54	0	6	2	46	
50	54	0	6	2	47	
50	53	0	6	2	48	
48	54	0	6	2	49	
51	53	0	6	2	50	
52	53	0	6	2	51	
48	53	0	6	2	52	
49	53	0	6	2	53	
49	52	0	6	2	54	
48	52	0	6	2	55	
48	51	0	6	2	56	
50	52	0	6	2	57	
51	52	0	6	2	58	
52	52	0	6	2	59	
49	51	0	6	2	60	
50	51	0	6	2	61	
51	51	0	6	2	62	
52	51	0	6	2	63	
54	59	0	6	3	0	
55	59	0	6	3	1	
53	59	0	6	3	2	
56	59	0	6	3	3	
57	59	0	6	3	4	
55	58	0	6	3	5	
54	58	0	6	3	6	
56	58	0	6	3	7	
53	58	0	6	3	8	
57	58	0	6	3	9	
54	57	0	6	3	10	
55	57	0	6	3	11	
53	57	0	6	3	12	
56	57	0	6	3	13	
57	57	0	6	3	15	
54	56	0	6	3	20	
55	56	0	6	3	21	
53	56	0	6	3	22	
56	56	0	6	3	23	
57	56	0	6	3	25	
54	55	0	6	3	28	
55	55	0	6	3	29	
56	55	0	6	3	31	
53	55	0	6	3	32	
57	55	0	6	3	33	
57	54	0	6	3	37	
53	54	0	6	3	38	
56	54	0	6	3	39	
54	54	0	6	3	40	
55	54	0	6	3	41	
53	53	0	6	3	44	
56	53	0	6	3	45	
54	53	0	6	3	46	
55	53	0	6	3	47	
53	49	0	6	3	48	
56	49	0	6	3	49	
53	50	0	6	3	50	
56	50	0	6	3	51	
53	51	0	6	3	52	
56	51	0	6	3	53	
53	52	0	6	3	54	
56	52	0	6	3	55	
54	52	0	6	3	56	
55	52	0	6	3	57	
54	49	0	6	3	58	
55	49	0	6	3	59	
54	50	0	6	3	60	
55	50	0	6	3	61	
54	51	0	6	3	62	
55	51	0	6	3	63	
16	68	0	7	0	0	
17	68	0	7	0	1	
9	67	0	7	0	2	
8	67	0	7	0	3	
11	67	0	7	0	4	
10	67	0	7	0	5	
16	67	0	7	0	6	
17	67	0	7	0	7	
13	67	0	7	0	8	
15	67	0	7	0	9	
12	67	0	7	0	10	
14	67	0	7	0	11	
16	66	0	7	0	12	
17	66	0	7	0	13	
10	66	0	7	0	14	
9	66	0	7	0	15	
12	66	0	7	0	16	
11	66	0	7	0	17	
14	66	0	7	0	18	
15	66	0	7	0	19	
9	65	0	7	0	20	
13	66	0	7	0	21	
16	65	0	7	0	22	
17	65	0	7	0	23	
11	65	0	7	0	24	
10	65	0	7	0	25	
14	65	0	7	0	26	
15	65	0	7	0	27	
12	65	0	7	0	28	
13	65	0	7	0	29	
16	64	0	7	0	30	
17	64	0	7	0	31	
11	64	0	7	0	32	
10	64	0	7	0	33	
14	64	0	7	0	34	
15	64	0	7	0	35	
12	64	0	7	0	36	
13	64	0	7	0	37	
16	63	0	7	0	38	
17	63	0	7	0	39	
11	63	0	7	0	40	
10	63	0	7	0	41	
13	63	0	7	0	42	
12	63	0	7	0	43	
14	63	0	7	0	44	
15	63	0	7	0	45	
11	62	0	7	0	46	
10	62	0	7	0	47	
16	62	0	7	0	48	
17	62	0	7	0	49	
14	62	0	7	0	50	
15	62	0	7	0	51	
12	62	0	7	0	52	
13	62	0	7	0	53	
12	61	0	7	0	54	
11	61	0	7	0	55	
16	61	0	7	0	56	
17	61	0	7	0	57	
14	61	0	7	0	58	
15	61	0	7	0	59	
11	60	0	7	0	60	
13	61	0	7	0	61	
13	60	0	7	0	62	
12	60	0	7	0	63	
20	68	0	7	1	0	
21	68	0	7	1	1	
20	67	0	7	1	2	
21	67	0	7	1	3	
19	68	0	7	1	4	
22	68	0	7	1	5	
18	68	0	7	1	6	
22	67	0	7	1	7	
19	67	0	7	1	8	
22	66	0	7	1	9	
20	66	0	7	1	10	
21	66	0	7	1	11	
18	67	0	7	1	12	
19	66	0	7	1	13	
18	66	0	7	1	14	
18	65	0	7	1	15	
19	65	0	7	1	16	
18	64	0	7	1	17	
20	65	0	7	1	18	
21	65	0	7	1	19	
19	64	0	7	1	20	
22	65	0	7	1	21	
18	63	0	7	1	22	
19	63	0	7	1	23	
14	60	0	7	1	24	
15	60	0	7	1	25	
16	60	0	7	1	26	
22	64	0	7	1	27	
20	64	0	7	1	28	
21	64	0	7	1	29	
17	60	0	7	1	30	
18	60	0	7	1	31	
12	59	0	7	1	32	
13	59	0	7	1	33	
18	62	0	7	1	34	
19	62	0	7	1	35	
20	63	0	7	1	36	
21	63	0	7	1	37	
18	61	0	7	1	38	
22	63	0	7	1	39	
19	61	0	7	1	40	
14	59	0	7	1	41	
15	59	0	7	1	42	
16	59	0	7	1	43	
20	62	0	7	1	44	
