# ASCII file created 2001/8/2 (19:45:48)  


[ Rich Mapping Parameters Setup ]

MaxPads MaxRows MaxCols MaxRCs MaxPorts MaxModules MaxChannels UnconnCh 
4712	96	96	2	8	5	64	88	

[ Rich Mapping Parameters ]

Col	Row	RC	Port	Module	Channel	
21	62	0	7	1	45	
17	59	0	7	1	46	
22	62	0	7	1	47	
18	59	0	7	1	48	
19	60	0	7	1	49	
12	58	0	7	1	50	
13	58	0	7	1	51	
14	58	0	7	1	52	
22	61	0	7	1	53	
20	61	0	7	1	54	
21	61	0	7	1	55	
15	58	0	7	1	56	
22	59	0	7	1	57	
19	59	0	7	1	58	
21	59	0	7	1	59	
20	59	0	7	1	60	
22	60	0	7	1	61	
20	60	0	7	1	62	
21	60	0	7	1	63	
25	68	0	7	2	0	
26	68	0	7	2	1	
25	69	0	7	2	2	
26	69	0	7	2	3	
25	70	0	7	2	4	
26	70	0	7	2	5	
24	70	0	7	2	6	
27	70	0	7	2	7	
25	67	0	7	2	8	
26	67	0	7	2	9	
23	70	0	7	2	10	
27	69	0	7	2	11	
24	69	0	7	2	12	
27	68	0	7	2	13	
23	69	0	7	2	14	
27	67	0	7	2	15	
25	66	0	7	2	16	
26	66	0	7	2	17	
23	68	0	7	2	18	
27	66	0	7	2	19	
24	67	0	7	2	20	
24	68	0	7	2	21	
24	66	0	7	2	22	
23	67	0	7	2	23	
25	65	0	7	2	24	
26	65	0	7	2	25	
23	66	0	7	2	26	
27	65	0	7	2	27	
24	65	0	7	2	28	
23	65	0	7	2	29	
23	64	0	7	2	30	
24	64	0	7	2	31	
23	63	0	7	2	32	
24	63	0	7	2	33	
25	64	0	7	2	34	
26	64	0	7	2	35	
23	62	0	7	2	36	
27	64	0	7	2	37	
23	61	0	7	2	38	
23	60	0	7	2	39	
24	61	0	7	2	40	
28	60	0	7	2	41	
25	63	0	7	2	42	
26	63	0	7	2	43	
23	59	0	7	2	44	
27	63	0	7	2	45	
24	60	0	7	2	46	
28	59	0	7	2	47	
24	59	0	7	2	48	
27	60	0	7	2	49	
27	62	0	7	2	51	
25	62	0	7	2	52	
26	62	0	7	2	53	
27	59	0	7	2	55	
24	62	0	7	2	56	
26	59	0	7	2	57	
25	59	0	7	2	58	
27	61	0	7	2	59	
25	61	0	7	2	60	
26	61	0	7	2	61	
25	60	0	7	2	62	
26	60	0	7	2	63	
30	68	0	7	3	0	
31	68	0	7	3	1	
30	69	0	7	3	2	
31	69	0	7	3	3	
30	67	0	7	3	4	
31	67	0	7	3	5	
30	70	0	7	3	6	
31	70	0	7	3	7	
30	71	0	7	3	8	
31	71	0	7	3	9	
32	71	0	7	3	10	
32	70	0	7	3	11	
32	69	0	7	3	12	
32	68	0	7	3	13	
30	66	0	7	3	14	
31	66	0	7	3	15	
32	67	0	7	3	16	
32	66	0	7	3	17	
28	71	0	7	3	18	
29	71	0	7	3	19	
28	70	0	7	3	20	
29	70	0	7	3	21	
30	65	0	7	3	22	
31	65	0	7	3	23	
29	69	0	7	3	24	
32	65	0	7	3	25	
29	68	0	7	3	26	
28	69	0	7	3	27	
29	67	0	7	3	28	
28	68	0	7	3	29	
30	64	0	7	3	30	
31	64	0	7	3	31	
28	67	0	7	3	32	
32	64	0	7	3	33	
28	66	0	7	3	34	
29	66	0	7	3	35	
28	65	0	7	3	36	
29	65	0	7	3	37	
28	64	0	7	3	38	
29	64	0	7	3	39	
30	63	0	7	3	40	
31	63	0	7	3	41	
29	63	0	7	3	42	
32	63	0	7	3	43	
28	63	0	7	3	44	
28	62	0	7	3	45	
29	62	0	7	3	46	
32	62	0	7	3	47	
30	62	0	7	3	48	
31	62	0	7	3	49	
28	61	0	7	3	50	
32	61	0	7	3	51	
29	61	0	7	3	52	
33	59	0	7	3	53	
29	60	0	7	3	54	
32	60	0	7	3	55	
29	59	0	7	3	56	
32	59	0	7	3	57	
30	61	0	7	3	58	
31	61	0	7	3	59	
30	59	0	7	3	60	
31	59	0	7	3	61	
30	60	0	7	3	62	
31	60	0	7	3	63	
35	68	0	7	4	0	
36	68	0	7	4	1	
35	69	0	7	4	2	
36	69	0	7	4	3	
35	67	0	7	4	4	
36	67	0	7	4	5	
35	70	0	7	4	6	
36	70	0	7	4	7	
35	71	0	7	4	8	
36	71	0	7	4	9	
34	71	0	7	4	10	
37	71	0	7	4	11	
35	66	0	7	4	12	
36	66	0	7	4	13	
33	71	0	7	4	14	
37	70	0	7	4	15	
34	70	0	7	4	16	
37	69	0	7	4	17	
33	70	0	7	4	18	
37	68	0	7	4	19	
35	65	0	7	4	20	
36	65	0	7	4	21	
34	69	0	7	4	22	
37	67	0	7	4	23	
33	69	0	7	4	24	
37	66	0	7	4	25	
34	68	0	7	4	26	
37	65	0	7	4	27	
33	68	0	7	4	28	
37	64	0	7	4	29	
35	64	0	7	4	30	
36	64	0	7	4	31	
33	67	0	7	4	32	
34	67	0	7	4	33	
33	66	0	7	4	34	
34	66	0	7	4	35	
33	65	0	7	4	36	
34	65	0	7	4	37	
35	63	0	7	4	38	
36	63	0	7	4	39	
34	64	0	7	4	40	
37	63	0	7	4	41	
34	63	0	7	4	42	
33	64	0	7	4	43	
33	62	0	7	4	44	
33	63	0	7	4	45	
33	61	0	7	4	46	
34	62	0	7	4	47	
35	62	0	7	4	48	
36	62	0	7	4	49	
34	61	0	7	4	50	
37	62	0	7	4	51	
33	60	0	7	4	52	
37	61	0	7	4	53	
34	60	0	7	4	54	
37	60	0	7	4	55	
35	61	0	7	4	56	
36	61	0	7	4	57	
34	59	0	7	4	58	
37	59	0	7	4	59	
35	59	0	7	4	60	
36	59	0	7	4	61	
35	60	0	7	4	62	
36	60	0	7	4	63	
40	70	1	0	0	0	
41	70	1	0	0	1	
40	71	1	0	0	2	
41	71	1	0	0	3	
40	72	1	0	0	4	
41	72	1	0	0	5	
40	69	1	0	0	6	
41	69	1	0	0	7	
39	72	1	0	0	8	
42	72	1	0	0	9	
39	71	1	0	0	10	
42	71	1	0	0	11	
39	70	1	0	0	12	
42	70	1	0	0	13	
38	71	1	0	0	14	
42	69	1	0	0	15	
40	68	1	0	0	16	
41	68	1	0	0	17	
38	70	1	0	0	18	
42	68	1	0	0	19	
39	69	1	0	0	20	
42	67	1	0	0	21	
39	68	1	0	0	22	
38	69	1	0	0	23	
40	67	1	0	0	24	
41	67	1	0	0	25	
39	67	1	0	0	26	
38	68	1	0	0	27	
38	67	1	0	0	28	
38	66	1	0	0	29	
39	66	1	0	0	30	
42	66	1	0	0	31	
40	66	1	0	0	32	
41	66	1	0	0	33	
38	65	1	0	0	34	
38	64	1	0	0	35	
38	63	1	0	0	36	
39	64	1	0	0	37	
39	65	1	0	0	38	
42	65	1	0	0	39	
40	65	1	0	0	40	
41	65	1	0	0	41	
38	62	1	0	0	42	
39	63	1	0	0	43	
39	62	1	0	0	44	
42	64	1	0	0	45	
38	61	1	0	0	46	
42	63	1	0	0	47	
38	60	1	0	0	48	
42	62	1	0	0	49	
40	64	1	0	0	50	
41	64	1	0	0	51	
39	61	1	0	0	52	
42	61	1	0	0	53	
39	60	1	0	0	54	
42	60	1	0	0	55	
40	60	1	0	0	56	
41	60	1	0	0	57	
40	63	1	0	0	58	
41	63	1	0	0	59	
40	61	1	0	0	60	
41	61	1	0	0	61	
40	62	1	0	0	62	
41	62	1	0	0	63	
43	70	1	0	1	0	
44	70	1	0	1	1	
43	71	1	0	1	2	
44	74	1	0	1	3	
43	69	1	0	1	4	
44	69	1	0	1	5	
43	72	1	0	1	6	
45	75	1	0	1	7	
43	73	1	0	1	8	
45	76	1	0	1	9	
43	74	1	0	1	10	
46	77	1	0	1	11	
46	76	1	0	1	12	
47	77	1	0	1	13	
43	68	1	0	1	14	
44	68	1	0	1	15	
44	73	1	0	1	16	
44	72	1	0	1	17	
44	71	1	0	1	18	
47	76	1	0	1	19	
46	75	1	0	1	20	
47	75	1	0	1	21	
43	67	1	0	1	22	
44	67	1	0	1	23	
45	74	1	0	1	24	
46	74	1	0	1	25	
47	74	1	0	1	26	
45	69	1	0	1	27	
45	68	1	0	1	28	
45	70	1	0	1	29	
45	71	1	0	1	30	
45	72	1	0	1	31	
43	66	1	0	1	32	
44	66	1	0	1	33	
45	73	1	0	1	34	
46	73	1	0	1	35	
47	73	1	0	1	36	
45	67	1	0	1	37	
46	72	1	0	1	38	
47	72	1	0	1	39	
43	65	1	0	1	40	
44	65	1	0	1	41	
46	71	1	0	1	42	
47	71	1	0	1	43	
46	70	1	0	1	44	
46	68	1	0	1	45	
45	66	1	0	1	46	
46	67	1	0	1	47	
46	69	1	0	1	48	
47	70	1	0	1	49	
43	64	1	0	1	50	
44	64	1	0	1	51	
47	69	1	0	1	52	
47	68	1	0	1	53	
45	65	1	0	1	54	
46	66	1	0	1	55	
47	67	1	0	1	56	
47	66	1	0	1	57	
43	63	1	0	1	58	
44	63	1	0	1	59	
46	65	1	0	1	60	
47	65	1	0	1	61	
45	64	1	0	1	62	
46	64	1	0	1	63	
51	70	1	0	2	0	
52	70	1	0	2	1	
51	74	1	0	2	2	
52	71	1	0	2	3	
51	69	1	0	2	4	
52	69	1	0	2	5	
50	75	1	0	2	6	
52	72	1	0	2	7	
50	76	1	0	2	8	
52	73	1	0	2	9	
49	77	1	0	2	10	
52	74	1	0	2	11	
48	77	1	0	2	12	
49	76	1	0	2	13	
51	68	1	0	2	14	
52	68	1	0	2	15	
51	72	1	0	2	16	
51	73	1	0	2	17	
48	76	1	0	2	18	
51	71	1	0	2	19	
48	75	1	0	2	20	
49	75	1	0	2	21	
51	67	1	0	2	22	
52	67	1	0	2	23	
49	74	1	0	2	24	
50	74	1	0	2	25	
50	69	1	0	2	26	
48	74	1	0	2	27	
50	70	1	0	2	28	
50	68	1	0	2	29	
50	72	1	0	2	30	
50	71	1	0	2	31	
51	66	1	0	2	32	
52	66	1	0	2	33	
49	73	1	0	2	34	
50	73	1	0	2	35	
50	67	1	0	2	36	
48	73	1	0	2	37	
48	72	1	0	2	38	
49	72	1	0	2	39	
51	65	1	0	2	40	
52	65	1	0	2	41	
48	71	1	0	2	42	
49	71	1	0	2	43	
49	68	1	0	2	44	
49	70	1	0	2	45	
49	67	1	0	2	46	
50	66	1	0	2	47	
48	70	1	0	2	48	
49	69	1	0	2	49	
51	64	1	0	2	50	
52	64	1	0	2	51	
48	68	1	0	2	52	
48	69	1	0	2	53	
49	66	1	0	2	54	
50	65	1	0	2	55	
48	66	1	0	2	56	
48	67	1	0	2	57	
51	63	1	0	2	58	
52	63	1	0	2	59	
48	65	1	0	2	60	
49	65	1	0	2	61	
49	64	1	0	2	62	
50	64	1	0	2	63	
54	70	1	0	3	0	
55	70	1	0	3	1	
54	71	1	0	3	2	
55	71	1	0	3	3	
54	72	1	0	3	4	
55	72	1	0	3	5	
54	69	1	0	3	6	
55	69	1	0	3	7	
53	72	1	0	3	8	
56	72	1	0	3	9	
53	71	1	0	3	10	
56	71	1	0	3	11	
53	70	1	0	3	12	
56	70	1	0	3	13	
53	69	1	0	3	14	
57	71	1	0	3	15	
54	68	1	0	3	16	
55	68	1	0	3	17	
53	68	1	0	3	18	
57	70	1	0	3	19	
53	67	1	0	3	20	
56	69	1	0	3	21	
57	69	1	0	3	22	
56	68	1	0	3	23	
54	67	1	0	3	24	
55	67	1	0	3	25	
57	68	1	0	3	26	
56	67	1	0	3	27	
57	66	1	0	3	28	
57	67	1	0	3	29	
53	66	1	0	3	30	
56	66	1	0	3	31	
54	66	1	0	3	32	
55	66	1	0	3	33	
57	64	1	0	3	34	
57	65	1	0	3	35	
56	64	1	0	3	36	
57	63	1	0	3	37	
53	65	1	0	3	38	
56	65	1	0	3	39	
54	65	1	0	3	40	
55	65	1	0	3	41	
56	63	1	0	3	42	
57	62	1	0	3	43	
53	64	1	0	3	44	
56	62	1	0	3	45	
53	63	1	0	3	46	
57	61	1	0	3	47	
53	62	1	0	3	48	
57	60	1	0	3	49	
54	64	1	0	3	50	
55	64	1	0	3	51	
53	61	1	0	3	52	
56	61	1	0	3	53	
53	60	1	0	3	54	
56	60	1	0	3	55	
54	60	1	0	3	56	
55	60	1	0	3	57	
54	63	1	0	3	58	
55	63	1	0	3	59	
54	61	1	0	3	60	
55	61	1	0	3	61	
54	62	1	0	3	62	
55	62	1	0	3	63	
6	78	1	1	0	0	
6	79	1	1	0	1	
5	79	1	1	0	2	
6	77	1	1	0	3	
13	76	1	1	0	4	
5	78	1	1	0	5	
4	78	1	1	0	6	
5	77	1	1	0	7	
11	76	1	1	0	8	
12	76	1	1	0	9	
13	75	1	1	0	10	
10	76	1	1	0	11	
8	76	1	1	0	12	
9	76	1	1	0	13	
7	76	1	1	0	14	
12	75	1	1	0	15	
5	76	1	1	0	16	
6	76	1	1	0	17	
6	75	1	1	0	18	
5	75	1	1	0	19	
11	75	1	1	0	20	
7	75	1	1	0	21	
12	74	1	1	0	22	
13	74	1	1	0	23	
10	75	1	1	0	24	
11	74	1	1	0	25	
8	75	1	1	0	26	
9	75	1	1	0	27	
12	73	1	1	0	28	
13	73	1	1	0	29	
7	74	1	1	0	30	
6	74	1	1	0	31	
9	74	1	1	0	32	
8	74	1	1	0	33	
11	73	1	1	0	34	
10	74	1	1	0	35	
9	73	1	1	0	36	
10	73	1	1	0	37	
12	72	1	1	0	38	
13	72	1	1	0	39	
10	72	1	1	0	40	
11	72	1	1	0	41	
8	73	1	1	0	42	
9	72	1	1	0	43	
7	73	1	1	0	44	
8	72	1	1	0	45	
7	72	1	1	0	46	
13	71	1	1	0	47	
6	73	1	1	0	48	
12	71	1	1	0	49	
11	71	1	1	0	50	
6	72	1	1	0	51	
9	71	1	1	0	52	
10	71	1	1	0	53	
13	70	1	1	0	54	
8	71	1	1	0	55	
12	70	1	1	0	56	
7	71	1	1	0	57	
10	70	1	1	0	58	
11	70	1	1	0	59	
8	70	1	1	0	60	
9	70	1	1	0	61	
13	69	1	1	0	62	
7	70	1	1	0	63	
15	78	1	1	1	0	
16	78	1	1	1	1	
9	80	1	1	1	2	
12	79	1	1	1	3	
8	80	1	1	1	4	
9	79	1	1	1	5	
8	79	1	1	1	6	
15	77	1	1	1	7	
14	78	1	1	1	8	
10	78	1	1	1	9	
15	76	1	1	1	10	
12	78	1	1	1	11	
11	78	1	1	1	12	
13	78	1	1	1	13	
7	79	1	1	1	14	
7	80	1	1	1	15	
8	78	1	1	1	16	
7	78	1	1	1	17	
14	76	1	1	1	18	
14	77	1	1	1	19	
14	75	1	1	1	20	
15	75	1	1	1	21	
7	77	1	1	1	22	
9	78	1	1	1	23	
8	77	1	1	1	24	
13	77	1	1	1	25	
11	77	1	1	1	26	
12	77	1	1	1	27	
10	77	1	1	1	28	
9	77	1	1	1	29	
14	74	1	1	1	30	
15	74	1	1	1	31	
14	73	1	1	1	32	
16	74	1	1	1	33	
15	73	1	1	1	34	
16	73	1	1	1	35	
14	72	1	1	1	36	
14	71	1	1	1	37	
14	70	1	1	1	38	
14	69	1	1	1	39	
16	76	1	1	1	40	
16	75	1	1	1	41	
15	72	1	1	1	42	
16	72	1	1	1	43	
12	69	1	1	1	44	
16	77	1	1	1	45	
11	69	1	1	1	46	
10	69	1	1	1	47	
9	69	1	1	1	48	
8	69	1	1	1	49	
15	71	1	1	1	50	
16	71	1	1	1	51	
8	68	1	1	1	52	
9	68	1	1	1	53	
10	68	1	1	1	54	
14	68	1	1	1	55	
13	68	1	1	1	56	
12	68	1	1	1	57	
11	68	1	1	1	58	
15	68	1	1	1	59	
15	70	1	1	1	60	
16	70	1	1	1	61	
15	69	1	1	1	62	
16	69	1	1	1	63	
18	79	1	1	2	0	
19	79	1	1	2	1	
18	78	1	1	2	2	
19	78	1	1	2	3	
18	80	1	1	2	4	
17	82	1	1	2	5	
17	83	1	1	2	6	
18	84	1	1	2	7	
17	81	1	1	2	8	
18	83	1	1	2	9	
18	77	1	1	2	10	
19	77	1	1	2	11	
16	83	1	1	2	12	
18	82	1	1	2	13	
16	81	1	1	2	14	
16	82	1	1	2	15	
17	80	1	1	2	16	
17	79	1	1	2	17	
18	76	1	1	2	18	
19	76	1	1	2	19	
15	82	1	1	2	20	
15	83	1	1	2	21	
15	81	1	1	2	22	
16	80	1	1	2	23	
13	82	1	1	2	24	
14	82	1	1	2	25	
18	75	1	1	2	26	
19	75	1	1	2	27	
17	77	1	1	2	28	
17	78	1	1	2	29	
17	76	1	1	2	30	
14	81	1	1	2	31	
17	75	1	1	2	32	
13	81	1	1	2	33	
18	74	1	1	2	34	
19	74	1	1	2	35	
17	74	1	1	2	36	
16	79	1	1	2	37	
15	80	1	1	2	38	
12	81	1	1	2	39	
14	80	1	1	2	40	
12	80	1	1	2	41	
18	73	1	1	2	42	
19	73	1	1	2	43	
13	80	1	1	2	44	
17	73	1	1	2	45	
11	80	1	1	2	46	
11	81	1	1	2	47	
10	80	1	1	2	48	
10	81	1	1	2	49	
18	72	1	1	2	50	
19	72	1	1	2	51	
11	79	1	1	2	52	
10	79	1	1	2	53	
13	79	1	1	2	54	
14	79	1	1	2	55	
17	72	1	1	2	56	
15	79	1	1	2	57	
18	71	1	1	2	58	
19	71	1	1	2	59	
17	71	1	1	2	60	
17	70	1	1	2	61	
18	70	1	1	2	62	
19	70	1	1	2	63	
21	78	1	1	3	0	
22	78	1	1	3	1	
21	82	1	1	3	2	
21	81	1	1	3	3	
21	84	1	1	3	4	
21	83	1	1	3	5	
20	80	1	1	3	6	
21	85	1	1	3	7	
21	77	1	1	3	8	
22	77	1	1	3	9	
20	79	1	1	3	10	
21	79	1	1	3	11	
20	81	1	1	3	12	
21	80	1	1	3	13	
20	82	1	1	3	14	
22	85	1	1	3	15	
21	76	1	1	3	16	
22	76	1	1	3	17	
20	83	1	1	3	18	
22	84	1	1	3	19	
20	84	1	1	3	20	
22	83	1	1	3	21	
20	78	1	1	3	22	
22	79	1	1	3	23	
21	75	1	1	3	24	
22	75	1	1	3	25	
20	85	1	1	3	26	
22	82	1	1	3	27	
20	76	1	1	3	28	
22	81	1	1	3	29	
20	75	1	1	3	30	
22	80	1	1	3	31	
21	74	1	1	3	32	
22	74	1	1	3	33	
19	84	1	1	3	34	
20	77	1	1	3	35	
19	82	1	1	3	36	
19	83	1	1	3	37	
19	80	1	1	3	38	
19	81	1	1	3	39	
21	73	1	1	3	40	
22	73	1	1	3	41	
18	81	1	1	3	42	
20	74	1	1	3	46	
21	72	1	1	3	48	
22	72	1	1	3	49	
20	73	1	1	3	50	
20	72	1	1	3	51	
20	71	1	1	3	52	
17	69	1	1	3	53	
18	69	1	1	3	54	
20	70	1	1	3	55	
21	71	1	1	3	56	
22	71	1	1	3	57	
19	69	1	1	3	58	
20	69	1	1	3	59	
21	69	1	1	3	60	
22	69	1	1	3	61	
21	70	1	1	3	62	
22	70	1	1	3	63	
24	81	1	1	4	0	
25	81	1	1	4	1	
24	82	1	1	4	2	
25	82	1	1	4	3	
24	83	1	1	4	4	
25	83	1	1	4	5	
24	80	1	1	4	6	
25	80	1	1	4	7	
24	84	1	1	4	8	
25	84	1	1	4	9	
24	85	1	1	4	10	
25	85	1	1	4	11	
24	86	1	1	4	12	
25	86	1	1	4	13	
24	79	1	1	4	14	
25	79	1	1	4	15	
23	86	1	1	4	16	
26	86	1	1	4	17	
23	85	1	1	4	18	
26	85	1	1	4	19	
23	84	1	1	4	20	
26	84	1	1	4	21	
24	78	1	1	4	22	
25	78	1	1	4	23	
23	83	1	1	4	24	
26	83	1	1	4	25	
23	82	1	1	4	26	
26	82	1	1	4	27	
23	81	1	1	4	28	
26	81	1	1	4	29	
24	77	1	1	4	30	
25	77	1	1	4	31	
23	80	1	1	4	32	
26	80	1	1	4	33	
23	79	1	1	4	34	
26	79	1	1	4	35	
23	78	1	1	4	36	
26	78	1	1	4	37	
24	76	1	1	4	38	
25	76	1	1	4	39	
23	77	1	1	4	40	
26	77	1	1	4	41	
23	76	1	1	4	42	
26	76	1	1	4	43	
23	75	1	1	4	44	
26	75	1	1	4	45	
24	75	1	1	4	46	
25	75	1	1	4	47	
23	74	1	1	4	48	
26	74	1	1	4	49	
23	73	1	1	4	50	
26	73	1	1	4	51	
23	72	1	1	4	52	
26	72	1	1	4	53	
24	74	1	1	4	54	
25	74	1	1	4	55	
23	71	1	1	4	56	
26	71	1	1	4	57	
24	71	1	1	4	58	
25	71	1	1	4	59	
24	72	1	1	4	60	
25	72	1	1	4	61	
24	73	1	1	4	62	
25	73	1	1	4	63	
28	81	1	2	0	0	
29	81	1	2	0	1	
28	82	1	2	0	2	
29	82	1	2	0	3	
28	80	1	2	0	4	
29	80	1	2	0	5	
28	83	1	2	0	6	
29	83	1	2	0	7	
28	84	1	2	0	8	
29	84	1	2	0	9	
28	79	1	2	0	10	
29	79	1	2	0	11	
28	85	1	2	0	12	
29	85	1	2	0	13	
28	86	1	2	0	14	
29	86	1	2	0	15	
28	87	1	2	0	16	
29	87	1	2	0	17	
28	78	1	2	0	18	
29	78	1	2	0	19	
27	86	1	2	0	20	
30	87	1	2	0	21	
27	85	1	2	0	22	
30	86	1	2	0	23	
27	84	1	2	0	24	
30	85	1	2	0	25	
28	77	1	2	0	26	
29	77	1	2	0	27	
27	83	1	2	0	28	
30	84	1	2	0	29	
27	82	1	2	0	30	
30	83	1	2	0	31	
27	81	1	2	0	32	
30	82	1	2	0	33	
28	76	1	2	0	34	
29	76	1	2	0	35	
27	80	1	2	0	36	
30	81	1	2	0	37	
27	79	1	2	0	38	
30	80	1	2	0	39	
27	78	1	2	0	40	
30	79	1	2	0	41	
28	75	1	2	0	42	
29	75	1	2	0	43	
27	77	1	2	0	44	
30	78	1	2	0	45	
27	76	1	2	0	46	
30	77	1	2	0	47	
27	75	1	2	0	48	
30	76	1	2	0	49	
28	74	1	2	0	50	
29	74	1	2	0	51	
27	74	1	2	0	52	
30	75	1	2	0	53	
27	73	1	2	0	54	
30	74	1	2	0	55	
27	72	1	2	0	56	
30	73	1	2	0	57	
28	73	1	2	0	58	
29	73	1	2	0	59	
27	71	1	2	0	60	
30	72	1	2	0	61	
28	72	1	2	0	62	
29	72	1	2	0	63	
32	81	1	2	1	0	
33	81	1	2	1	1	
32	80	1	2	1	2	
33	80	1	2	1	3	
32	82	1	2	1	4	
33	82	1	2	1	5	
32	83	1	2	1	6	
33	83	1	2	1	7	
32	84	1	2	1	8	
33	84	1	2	1	9	
32	79	1	2	1	10	
33	79	1	2	1	11	
32	85	1	2	1	12	
33	85	1	2	1	13	
32	86	1	2	1	14	
33	86	1	2	1	15	
32	87	1	2	1	16	
33	87	1	2	1	17	
32	78	1	2	1	18	
33	78	1	2	1	19	
31	87	1	2	1	20	
34	87	1	2	1	21	
31	86	1	2	1	22	
34	86	1	2	1	23	
31	85	1	2	1	24	
34	85	1	2	1	25	
32	77	1	2	1	26	
33	77	1	2	1	27	
31	84	1	2	1	28	
34	84	1	2	1	29	
31	83	1	2	1	30	
34	83	1	2	1	31	
31	82	1	2	1	32	
34	82	1	2	1	33	
32	76	1	2	1	34	
33	76	1	2	1	35	
31	81	1	2	1	36	
34	81	1	2	1	37	
31	80	1	2	1	38	
34	80	1	2	1	39	
31	79	1	2	1	40	
34	79	1	2	1	41	
32	75	1	2	1	42	
33	75	1	2	1	43	
31	78	1	2	1	44	
34	78	1	2	1	45	
31	77	1	2	1	46	
34	77	1	2	1	47	
31	76	1	2	1	48	
34	76	1	2	1	49	
32	74	1	2	1	50	
33	74	1	2	1	51	
31	75	1	2	1	52	
34	75	1	2	1	53	
31	74	1	2	1	54	
34	74	1	2	1	55	
31	73	1	2	1	56	
34	73	1	2	1	57	
32	73	1	2	1	58	
33	73	1	2	1	59	
31	72	1	2	1	60	
34	72	1	2	1	61	
32	72	1	2	1	62	
33	72	1	2	1	63	
36	80	1	2	2	0	
37	80	1	2	2	1	
36	81	1	2	2	2	
37	81	1	2	2	3	
36	82	1	2	2	4	
37	82	1	2	2	5	
36	79	1	2	2	6	
37	79	1	2	2	7	
36	83	1	2	2	8	
37	83	1	2	2	9	
36	84	1	2	2	10	
37	84	1	2	2	11	
36	85	1	2	2	12	
37	85	1	2	2	13	
36	78	1	2	2	14	
37	78	1	2	2	15	
36	86	1	2	2	16	
37	86	1	2	2	17	
36	87	1	2	2	18	
37	87	1	2	2	19	
35	87	1	2	2	20	
38	87	1	2	2	21	
36	77	1	2	2	22	
37	77	1	2	2	23	
35	86	1	2	2	24	
38	86	1	2	2	25	
35	85	1	2	2	26	
38	85	1	2	2	27	
35	84	1	2	2	28	
38	84	1	2	2	29	
36	76	1	2	2	30	
37	76	1	2	2	31	
35	83	1	2	2	32	
38	83	1	2	2	33	
35	82	1	2	2	34	
38	82	1	2	2	35	
35	81	1	2	2	36	
38	81	1	2	2	37	
36	75	1	2	2	38	
37	75	1	2	2	39	
35	80	1	2	2	40	
38	80	1	2	2	41	
35	79	1	2	2	42	
38	79	1	2	2	43	
35	78	1	2	2	44	
38	78	1	2	2	45	
35	77	1	2	2	46	
38	77	1	2	2	47	
36	74	1	2	2	48	
37	74	1	2	2	49	
35	76	1	2	2	50	
38	76	1	2	2	51	
35	75	1	2	2	52	
38	75	1	2	2	53	
35	74	1	2	2	54	
38	74	1	2	2	55	
36	73	1	2	2	56	
37	73	1	2	2	57	
35	73	1	2	2	58	
38	73	1	2	2	59	
35	72	1	2	2	60	
38	72	1	2	2	61	
36	72	1	2	2	62	
37	72	1	2	2	63	
40	83	1	2	3	0	
41	83	1	2	3	1	
40	82	1	2	3	2	
41	82	1	2	3	3	
40	84	1	2	3	4	
41	84	1	2	3	5	
40	85	1	2	3	6	
41	85	1	2	3	7	
40	81	1	2	3	8	
41	81	1	2	3	9	
40	86	1	2	3	10	
41	86	1	2	3	11	
40	87	1	2	3	12	
41	87	1	2	3	13	
40	88	1	2	3	14	
41	88	1	2	3	15	
40	80	1	2	3	16	
41	80	1	2	3	17	
39	88	1	2	3	18	
42	88	1	2	3	19	
39	87	1	2	3	20	
42	87	1	2	3	21	
39	86	1	2	3	22	
42	86	1	2	3	23	
40	79	1	2	3	24	
41	79	1	2	3	25	
39	85	1	2	3	26	
42	85	1	2	3	27	
39	84	1	2	3	28	
42	84	1	2	3	29	
39	83	1	2	3	30	
42	83	1	2	3	31	
40	78	1	2	3	32	
41	78	1	2	3	33	
39	82	1	2	3	34	
42	82	1	2	3	35	
39	81	1	2	3	36	
42	81	1	2	3	37	
39	80	1	2	3	38	
42	80	1	2	3	39	
39	79	1	2	3	40	
42	79	1	2	3	41	
40	77	1	2	3	42	
41	77	1	2	3	43	
39	78	1	2	3	44	
42	78	1	2	3	45	
39	77	1	2	3	46	
42	77	1	2	3	47	
39	76	1	2	3	48	
42	76	1	2	3	49	
40	76	1	2	3	50	
41	76	1	2	3	51	
39	75	1	2	3	52	
42	75	1	2	3	53	
39	74	1	2	3	54	
42	74	1	2	3	55	
39	73	1	2	3	56	
42	73	1	2	3	57	
40	75	1	2	3	58	
41	75	1	2	3	59	
40	73	1	2	3	60	
41	73	1	2	3	61	
40	74	1	2	3	62	
41	74	1	2	3	63	
43	82	1	2	4	0	
44	82	1	2	4	1	
43	83	1	2	4	2	
44	83	1	2	4	3	
44	84	1	2	4	4	
44	85	1	2	4	5	
43	84	1	2	4	6	
44	86	1	2	4	7	
43	81	1	2	4	8	
44	81	1	2	4	9	
43	85	1	2	4	10	
44	87	1	2	4	11	
44	88	1	2	4	12	
45	88	1	2	4	13	
43	86	1	2	4	14	
45	87	1	2	4	15	
43	80	1	2	4	16	
44	80	1	2	4	17	
43	87	1	2	4	18	
45	86	1	2	4	19	
43	88	1	2	4	20	
46	89	1	2	4	21	
47	89	1	2	4	22	
46	88	1	2	4	23	
43	79	1	2	4	24	
44	79	1	2	4	25	
47	88	1	2	4	26	
46	87	1	2	4	27	
